,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194
77,2014-06-24,0.75342464,0.79584855,0.89991367,0.91513807,0.91524416,0.9179547,0.9124175,0.9135307,0.91797584,0.9173141,0.9167974,0.94449556,0.8891242,0.5924165,0.80254936,0.7315599,0.7627792,0.8918465,0.9148241,0.91475034,0.9162065,0.91306293,0.91173524,0.9190872,0.91759914,0.9150806,0.9346388,0.85573244,0.5311447,0.8326326,0.75322336,0.75571084,0.87229824,0.9155158,0.91662,0.9175164,0.91706204,0.9177211,0.9213343,0.91866857,0.9134732,0.9193412,0.7868758,0.59566456,0.7941204,0.7573888,0.7732971,0.8532659,0.9194914,0.91753054,0.91844493,0.9178095,0.92139053,0.9227755,0.9174916,0.9179692,0.9038349,0.6783206,0.6624636,0.8213984,0.74074537,0.74929917,0.8455667,0.91569453,0.9181376,0.9218375,0.9223145,0.9220462,0.9209969,0.9220657,0.92354727,0.8969177,0.6995146,0.78220105,0.90850496,0.70575446,0.7536878,0.8150923,0.9212697,0.9212999,0.92221075,0.92096215,0.92130524,0.9200778,0.920248,0.9141046,0.8578522,0.7250131,0.8555928,0.91547006,0.68249345,0.7255043,0.79194486,0.9131649,0.92331,0.92321473,0.91967535,0.92098874,0.92264724,0.92397285,0.8894888,0.7586454,0.71730036,0.87552655,0.92037946,0.6509863,0.6916923,0.8085125,0.91218287,0.918986,0.9210885,0.921181,0.92245644,0.9227735,0.92052585,0.85332674,0.65674347,0.7663021,0.9121635,0.9243558,0.69453335,0.7361208,0.79717755,0.91273415,0.92159176,0.92040426,0.9210508,0.9219414,0.92365533,0.90783656,0.7911702,0.58931446,0.8333766,0.92102855,0.9249602,0.7109932,0.7515441,0.7969281,0.9152684,0.9216392,0.9185391,0.92142206,0.92239183,0.92016715,0.8852504,0.7912162,0.6681907,0.8658353,0.9230065,0.92579025,0.71207035,0.7624889,0.82385516,0.91428095,0.92069215,0.92037964,0.9205829,0.92439014,0.91479737,0.8786356,0.8561081,0.8673636,0.9117473,0.9260772,0.9259688,0.7905867,0.8370756,0.8886298,0.9204127,0.92104733,0.92053336,0.92284006,0.926378,0.9156589,0.87360847,0.8874361,0.9160127,0.9147007,0.92512095,0.924353,0.90750176,0.9263718,0.91566557,0.9220969,0.9243549,0.9255824,0.92689204,0.924375,0.9030718,0.9033225,0.91389614,0.9184459,0.922285,0.9227434,0.92579
78,2014-07-01,0.6677809,0.76027256,0.8328695,0.78982145,0.8271933,0.75905216,0.6194588,0.65635467,0.7385843,0.70394623,0.6892762,0.6926962,0.7625742,0.55728966,0.7622014,0.6032958,0.7219682,0.80675447,0.7801082,0.7680592,0.79471666,0.71611416,0.7870618,0.8331635,0.7953366,0.71593094,0.690913,0.684287,0.6165001,0.6441198,0.62896496,0.72482616,0.80246544,0.8342487,0.79967964,0.79906464,0.7739799,0.77633446,0.86829925,0.8700193,0.71881413,0.66459614,0.5885806,0.5545381,0.47568166,0.6620836,0.7397937,0.81726897,0.8483645,0.83299917,0.81226504,0.77835906,0.7973462,0.88775873,0.8745678,0.7050697,0.6560509,0.5153217,0.51741505,0.3856092,0.6344265,0.7268788,0.82674503,0.8825345,0.8603754,0.8506921,0.85692453,0.87271714,0.8892525,0.8812298,0.7220908,0.5473869,0.40172672,0.38255158,0.31795073,0.6350896,0.7017555,0.8122379,0.88112015,0.86919206,0.84329504,0.86923516,0.87418514,0.87979895,0.87944907,0.7543776,0.57343805,0.50997543,0.473423,0.36893988,0.6477312,0.666814,0.78959143,0.87786144,0.8676853,0.8515571,0.86510444,0.8704491,0.8697047,0.87840366,0.80524284,0.72458977,0.6541444,0.5880443,0.49274254,0.64703816,0.6693849,0.7747882,0.86059856,0.86741024,0.87075603,0.87618566,0.87904227,0.88281006,0.8879056,0.82043934,0.7515391,0.6986954,0.8064128,0.7991455,0.6741346,0.68457943,0.7690552,0.871588,0.87513596,0.88055605,0.8827815,0.8837096,0.8922656,0.87035304,0.7828013,0.6981637,0.6723089,0.9063719,0.94489187,0.68339276,0.6754025,0.7695105,0.8814768,0.88139117,0.8772635,0.88186365,0.88318664,0.8872023,0.8530635,0.7952925,0.7132161,0.7309507,0.88080364,0.88624406,0.6736996,0.68279165,0.7912752,0.8769148,0.88185376,0.877869,0.88076794,0.8827304,0.8838462,0.8532621,0.84677947,0.84081626,0.86772364,0.88493115,0.888018,0.748256,0.7856758,0.8354447,0.87599206,0.8791865,0.87794816,0.88115364,0.8892693,0.893163,0.8569846,0.87520975,0.900943,0.8887287,0.8854913,0.88798994,0.8702685,0.882528,0.8779933,0.88023335,0.8809943,0.88502496,0.8879802,0.8880422,0.88765496,0.8677423,0.85674363,0.86070275,0.887569,0.88340765,0.8892319
79,2014-07-08,0.6477465,0.76002747,0.7284541,0.65472835,0.55222946,0.6074735,0.700875,0.7721276,0.7134204,0.7468776,0.7836243,0.8582554,0.76152474,0.59349805,0.7122504,0.7096079,0.8837005,0.84903383,0.7449168,0.6411685,0.6562624,0.7278046,0.7247508,0.6922613,0.71550494,0.7723491,0.8548603,0.6955774,0.6284316,0.7031304,0.7286323,0.84023327,0.8505918,0.8148584,0.76486814,0.75425893,0.7210455,0.72069615,0.7333957,0.6984512,0.7608004,0.8257536,0.6684268,0.6583996,0.6714388,0.6977068,0.78851926,0.7965652,0.7666591,0.7710176,0.76483953,0.7397986,0.79874355,0.7930073,0.7528011,0.78677356,0.8358657,0.71019185,0.63855255,0.6876274,0.6860311,0.77910024,0.8169142,0.81873244,0.7898631,0.76874405,0.7811146,0.7956321,0.7876026,0.7733232,0.82506764,0.8359236,0.7321921,0.6657947,0.745304,0.7131269,0.7619551,0.8440546,0.84501016,0.8030296,0.74125504,0.74231994,0.77417904,0.78539157,0.80184054,0.8316852,0.8066318,0.7213735,0.7412706,0.7689944,0.74857587,0.75656366,0.86187565,0.8437261,0.75419974,0.7152445,0.7231039,0.78367776,0.7944099,0.8240046,0.8045076,0.7794897,0.6764725,0.7840144,0.78411317,0.73927176,0.73747414,0.8275329,0.79077667,0.7089897,0.720943,0.74651945,0.78930885,0.82335794,0.8397104,0.79578966,0.7382881,0.64107674,0.7930556,0.79563195,0.7357358,0.739882,0.7854586,0.7314794,0.71128404,0.77349114,0.81622493,0.8062856,0.8295362,0.81459194,0.7753137,0.66812366,0.69293517,0.7998601,0.80373406,0.6954337,0.75702393,0.7710572,0.7167561,0.74937075,0.8217317,0.8490365,0.8155722,0.81812024,0.79767084,0.8018348,0.68541896,0.7787498,0.7946011,0.8023252,0.7819826,0.74683076,0.7550865,0.7383152,0.7931133,0.8420791,0.8336728,0.8224731,0.81929755,0.79309624,0.79618245,0.7659781,0.7948676,0.79605925,0.79452705,1.0,0.7762575,0.781301,0.7959828,0.82327396,0.8373171,0.81269026,0.81764376,0.8175641,0.7842411,0.79325885,0.8015795,0.79019845,0.7851358,0.78911245,1.0,0.7934222,0.7893501,0.8089805,0.81860185,0.82053703,0.8131376,0.8143193,0.80025434,0.7711395,0.7793244,0.7880054,0.7792609,0.7833067,0.7888433
80,2014-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2014-07-22,0.7501606,0.8226317,0.89742374,0.8976435,0.8890164,0.8918692,0.89175016,0.89553255,0.89525634,0.8958089,0.896662,0.91630363,0.8175227,0.699468,0.7725334,0.72062725,0.7921328,0.8712707,0.89656603,0.88987666,0.890973,0.88808554,0.8932202,0.894489,0.89440566,0.8937265,0.90769213,0.787995,0.6601195,0.773449,0.7359081,0.78265727,0.88204914,0.8960959,0.88973796,0.8909552,0.8913214,0.8936833,0.89580846,0.89030415,0.88787663,0.90863454,0.80306023,0.632658,0.76148325,0.7640371,0.8088123,0.8723785,0.90363955,0.88949585,0.8913789,0.8896287,0.89089495,0.8903447,0.88816863,0.8901205,0.90438926,0.7956861,0.65133023,0.8189848,0.75174594,0.81342584,0.84927726,0.90407205,0.89465314,0.8947332,0.8911336,0.8879249,0.88800496,0.8908038,0.89536476,0.8974833,0.7894078,0.7895835,0.9181532,0.7314498,0.79901564,0.85106736,0.89754313,0.8961334,0.89301074,0.89032006,0.88702077,0.8903626,0.89461523,0.8935063,0.8731579,0.7670577,0.884322,0.93111795,0.68303615,0.77731663,0.82547605,0.8915569,0.89345324,0.8908864,0.887103,0.88544255,0.8912372,0.8956285,0.8736374,0.8249187,0.71417344,0.8768466,0.91467094,0.6985737,0.7365988,0.81495786,0.89377123,0.8870652,0.8874919,0.8879172,0.88876593,0.8928021,0.89291775,0.8541706,0.7312758,0.6581922,0.8714538,0.8990511,0.71138805,0.74212205,0.819704,0.8893405,0.8877368,0.8876245,0.8885145,0.89158875,0.89622545,0.8818416,0.818546,0.63706684,0.71322405,0.8928993,0.89664125,0.71488243,0.75645596,0.8238443,0.88385165,0.88598216,0.8863759,0.88953507,0.89228755,0.8991806,0.868587,0.8231067,0.66067463,0.83398265,0.89459485,0.8947577,0.72237974,0.7757024,0.82805717,0.89042854,0.8854261,0.8872028,0.89136785,0.8956179,0.8995251,0.8712989,0.85196906,0.83463234,0.889962,0.89250845,0.89212036,0.76271933,0.8575546,0.86090535,0.89740276,0.889355,0.8916057,0.89427733,0.9034875,0.89663726,0.88130856,0.88388777,0.89499843,0.89115393,0.89166796,0.8895095,0.8877125,0.90100104,0.8948992,0.8950648,0.89274335,0.8973725,0.90530676,0.9062617,0.89523715,0.895291,0.90015393,0.8986265,0.89214754,0.88837093,0.8904305
82,2014-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2014-08-05,0.81242687,0.8379523,0.8854994,0.89756835,0.89664364,0.89801496,0.8964288,0.8974869,0.89836687,0.8993384,0.901346,0.9003149,0.848636,0.6243796,0.7251463,0.78063613,0.79886055,0.8724649,0.8922143,0.89636683,0.89679897,0.8965609,0.89689904,0.89861614,0.8972986,0.90000063,0.8946626,0.82800806,0.5466564,0.76417065,0.77550936,0.790609,0.87537694,0.894604,0.8970432,0.8964657,0.8971272,0.8992499,0.8991617,0.8982772,0.8978553,0.8892855,0.79311,0.5580583,0.7469323,0.8036812,0.8302408,0.86290556,0.9009929,0.8983986,0.8980904,0.89436656,0.9004378,0.8998776,0.8978985,0.89923817,0.8848301,0.7190911,0.6297015,0.7754742,0.80234337,0.8362174,0.85960865,0.9003283,0.90230465,0.9009424,0.90036607,0.8977175,0.90021974,0.90084416,0.9041105,0.8812304,0.72874427,0.7372035,0.8718105,0.7603681,0.8259153,0.8538591,0.90096724,0.9063688,0.90103143,0.8989593,0.89856696,0.8989741,0.90080947,0.8951305,0.8624775,0.7177249,0.8266403,0.9002763,0.6945749,0.808499,0.8260638,0.89719224,0.9008121,0.900989,0.8979563,0.89794785,0.899541,0.9009593,0.8736068,0.78810334,0.69941926,0.8333106,0.89948446,0.6974565,0.772354,0.823583,0.88980633,0.89942974,0.90088814,0.9008517,0.9009199,0.89866775,0.9039629,0.847208,0.6895732,0.6988338,0.87928414,0.904385,0.72721,0.776017,0.8250876,0.8899049,0.90084743,0.89972806,0.9012262,0.901777,0.9029916,0.8977884,0.80745673,0.60367864,0.80886954,0.9056616,0.9033622,0.7317229,0.7827231,0.8117473,0.89157283,0.900243,0.8962285,0.8985768,0.9028319,0.89675206,0.8781049,0.8067196,0.6588274,,0.9183122,0.90490866,0.72883934,0.8033829,0.8245619,0.8964029,0.9018536,0.90090483,0.902133,0.9066657,0.9004861,0.8750448,0.85745853,0.8755081,0.9159871,0.9146964,0.90674853,0.76103824,0.85163194,0.85810435,0.9050633,0.9087893,0.9027123,0.9051102,0.90960675,0.90257794,0.876212,0.87586874,0.90863764,0.91040313,0.90857375,0.9049725,0.884031,0.90189815,0.9018181,0.90585595,0.9072584,0.9071086,0.9140727,0.90798396,0.899427,0.8909353,0.89505005,0.89762,0.89604014,0.89767253,0.9038886
84,2014-08-12,0.7431294,0.7478172,0.7749695,0.79632384,0.7858957,0.73521405,0.7013435,0.6728247,0.63081574,0.6540566,0.7047375,0.71735317,0.6577271,0.5189983,0.49567208,0.694226,0.70358133,0.7760634,0.80102265,0.7895661,0.77075016,0.7363145,0.68126094,0.64910305,0.6628737,0.6870756,0.67369574,0.6204853,0.50200516,0.5159947,0.70306665,0.7131687,0.7922634,0.7959522,0.7849561,0.78082067,0.7577671,0.7019766,0.6881178,0.6774064,0.6694153,0.6484215,0.59888077,0.530725,0.58851856,0.7165698,0.73814696,0.7716713,0.7761638,0.75103354,0.7477581,0.74113595,0.7241013,0.7190607,0.69770384,0.6603971,0.61281306,0.57025015,0.5748508,0.6709716,0.7297539,0.73402286,0.73116136,0.7486802,0.7300704,0.7214213,0.7231787,0.71967727,0.72256476,0.7026241,0.6678244,0.6178166,0.5624154,0.6147893,0.7054901,0.7026594,0.7371409,0.7047069,0.74637663,0.72550756,0.72146624,0.7079933,0.7199868,0.7209555,0.6980359,0.667412,0.61415786,0.5710395,0.6366997,0.6944351,0.66659206,0.7020222,0.66548276,0.7234878,0.72981924,0.7333182,0.71313393,0.715793,0.7150129,0.69001096,0.64974093,0.5890754,0.57631236,0.6431216,0.6996014,0.67360276,0.69741493,0.6898101,0.7070117,0.7447419,0.7669617,0.73221785,0.7175859,0.7174466,0.67659444,0.6112649,0.5548395,0.59358996,0.6454901,0.6974041,0.6850008,0.7144998,0.71362203,0.7274802,0.7614115,0.75773364,0.72171813,0.7174486,0.70851,0.6609872,0.58278894,0.5346698,0.63043267,0.656624,0.6963082,0.6768737,0.74303794,0.7501482,0.7988669,0.8094627,0.7812827,0.72770643,0.72016484,0.7049862,0.65843755,0.586556,0.53570974,0.63374245,0.66492194,0.7036282,0.6786291,0.73947835,0.7662986,0.8323867,0.82960755,0.78387773,0.72253835,0.6993965,0.7076172,0.65898305,0.61257786,0.5935989,0.6375205,0.65832925,0.69427264,0.722043,0.746695,0.777126,0.8181647,0.8156325,0.7923846,0.73399615,0.7370166,0.736506,0.6693395,0.6288871,0.6037483,0.6352419,0.6583559,0.6924295,0.80452186,0.7925723,0.79413635,0.81598234,0.81186646,0.8033722,0.7618306,0.72340065,0.7320102,0.69539136,0.63703215,0.6154384,0.64031297,0.6715716,0.695201
85,2014-08-19,0.70842826,0.7194267,0.79180956,0.8110449,0.8175031,0.8249827,0.8294582,0.82779545,0.8213711,0.81966114,0.80155,0.7841946,0.69750327,0.5680722,0.55016565,0.65531194,0.7030933,0.76748383,0.8100763,0.8191357,0.8211502,0.8205546,0.821181,0.8203582,0.8235575,0.8001393,0.7844482,0.6591495,0.55332845,0.5574774,0.6650671,0.69696194,0.7709483,0.81841534,0.8185497,0.8215366,0.8225931,0.8226931,0.8285323,0.82761854,0.7995235,0.78644776,0.6695482,0.5353655,0.59281117,0.7038172,0.71090937,0.7791518,0.8279007,0.8244062,0.817445,0.814783,0.8199785,0.8254701,0.82776994,0.80994856,0.78499496,0.6817208,0.5448326,0.66187483,0.6907202,0.7152257,0.7588769,0.830764,0.8241022,0.8211732,0.8170329,0.82283247,0.82486415,0.82680976,0.8114719,0.7843105,0.6989621,0.6241575,0.7474627,0.6462233,0.6985248,0.7563005,0.819337,0.82451576,0.8186489,0.8129985,0.8120218,0.8170147,0.8208545,0.81432116,0.77525115,0.6913992,0.70693773,0.78964967,0.61221546,0.6920245,0.7462613,0.8159306,0.82297665,0.8157999,0.8099219,0.80887073,0.81377155,0.81990093,0.7908436,0.74353486,0.62561756,0.73056734,0.8009702,0.6112841,0.6916067,0.7227402,0.8160617,0.8216693,0.81257695,0.80548626,0.80586785,0.8080358,0.803443,0.7576998,0.6880248,0.5898508,0.75227296,0.80223876,0.6327997,0.6938125,0.71442246,0.82472116,0.8225694,0.8122881,0.807874,0.80598503,0.8047828,0.77715534,0.7297644,0.63254195,0.60155225,0.77550465,0.80325145,0.64807165,0.69635236,0.72210646,0.81607884,0.8207124,0.8161018,0.8086087,0.79739463,0.79016197,0.7459262,0.7185118,0.62847465,0.6891894,0.7862627,0.8030212,0.6676624,0.70765966,0.73977935,0.8095454,0.8184887,0.8137191,0.81067836,0.8104063,0.7972372,0.77482116,0.7491295,0.7511349,0.7774863,0.80195165,0.8041177,0.69705296,0.742744,0.77467716,0.8147409,0.81703484,0.81479543,0.81653905,0.8233787,0.82441276,0.7971461,0.7766627,0.7839834,0.78778094,0.8058053,0.8049154,0.79793435,0.8071255,0.8032342,0.8167331,0.8174507,0.82206225,0.82030195,0.8281567,0.8293759,0.8308239,0.8111776,0.80402565,0.80974746,0.81337446,0.8118921
86,2014-08-26,0.57926387,0.5335174,0.5433372,0.5036635,0.55194,0.5078309,0.4173621,0.41967633,0.46800318,0.53851366,0.5178018,0.41150305,0.5025159,0.45417705,0.396305,0.5948701,0.5304444,0.4799117,0.46724257,0.48584923,0.4433894,0.53738123,0.58754855,0.6605621,0.664369,0.51185566,0.36562568,0.5399581,0.57681644,0.4554153,0.67625463,0.6196611,0.5151797,0.44053552,0.43921897,0.42430618,0.57158756,0.59647876,0.56223905,0.5420856,0.45900342,0.37427494,0.5056798,0.5392986,0.5086965,0.6889382,0.7334175,0.7332676,0.5814625,0.4680021,0.414716,0.4869677,0.49809548,0.42716086,0.44889873,0.44632614,0.42680207,0.53132564,0.47900152,0.49094626,0.6728257,0.71658444,0.6700195,0.55744654,0.5043818,0.48783258,0.51770866,0.45749503,0.34708607,0.3948007,0.44998667,0.4277538,0.44700408,0.42416748,0.50168663,0.63056016,0.688236,0.5951338,0.50685656,0.54776895,0.59336025,0.57507277,0.48035023,0.3303607,0.39852127,0.50298345,0.36383122,0.44343936,0.4712352,0.44731352,0.6008725,0.65154815,0.5481353,0.5137819,0.5081611,0.50614744,0.5061653,0.47418612,0.33997044,0.39617836,0.4639415,0.3528253,0.49520555,0.43745497,0.36046562,0.60133106,0.61824346,0.5916355,0.5825215,0.5215348,0.48962942,0.49512652,0.44745547,0.39354247,0.44502047,0.41400447,0.4569328,0.7234938,0.4556372,0.39882237,0.6796463,0.6532354,0.6641168,0.7307267,0.6860275,0.67344564,0.5120567,0.42743528,0.45040375,0.54427505,0.47222522,0.5875929,0.65076226,0.5611494,0.4998575,0.7293694,0.72134924,0.7430883,0.710692,0.70158154,0.7991108,0.633726,0.49278435,0.39178425,0.6065926,0.6191977,0.7264428,0.7109057,0.44464928,0.519674,0.7114598,0.7836216,0.73407906,0.67886996,0.5718501,0.6663031,0.66111684,0.5200255,0.46440402,0.75285953,0.7344041,0.72936076,0.5890389,0.41301376,0.52448153,0.6950537,0.7059429,0.7224601,0.67313373,0.5998776,0.6293362,0.66754943,0.5248129,0.47881076,0.7356979,0.6520667,0.53202355,0.49897322,0.43350706,0.54297996,0.74506366,0.6579371,0.61780584,0.6185904,0.5504843,0.61330616,0.73119557,0.64720273,0.5436609,0.64175993,0.63515264,0.5427693,0.70204955,0.65948576,0.64592063
87,2014-09-02,0.842014,0.8226505,0.8658148,0.87618685,0.8796558,0.8808222,0.8825848,0.88031214,0.8754353,0.873576,0.87838244,0.8758856,0.82902527,0.5438415,0.7403064,0.78211576,0.7518425,0.8479654,0.86973876,0.8774447,0.88123924,0.87778926,0.8748732,0.87080276,0.87344927,0.87537074,0.87036854,0.75473577,0.5694463,0.7454994,0.7597849,0.7802865,0.8338537,0.8921387,0.8822055,0.8803474,0.87523526,0.8759238,0.8738128,0.8732861,0.87405777,0.86851066,0.6724796,0.6290275,0.71103364,0.79025483,0.8084019,0.8496923,0.8827527,0.8804962,0.8714977,0.8715783,0.87079585,0.8648927,0.8628218,0.8712305,0.8653774,0.6598312,0.6666438,0.7625346,0.7870549,0.8099382,0.86078185,,,,,0.894304,0.7473601,0.77441466,0.8135591,0.9185975,0.7525612,0.74668664,0.8654935,0.7529161,0.8142554,0.82030314,0.94756335,,,0.9093947,0.48719573,0.37345114,0.32666776,0.4556536,0.6285106,0.70449615,0.81616366,0.8744717,0.7206725,0.7869209,0.7612918,0.80267394,,0.63037413,0.29760998,0.21256618,0.18639347,0.2557808,0.3708337,0.643848,0.6984345,0.8435509,0.86211914,0.7173672,0.7767409,0.6864648,0.63008654,0.61578524,0.37987795,0.19113502,0.16117105,0.18536685,0.20730603,0.3304081,,,,,0.7254016,0.76276845,0.62664783,0.606016,0.5723584,0.34892088,0.19780676,0.18829112,0.1917149,0.25366,0.42436925,,0.7775788,0.6951637,,0.724167,0.7422084,0.6213942,0.759994,0.5722099,0.44366845,0.25303906,0.21753484,0.21004635,0.25710693,0.42241156,0.65877306,0.45119813,0.3796821,0.6921447,0.73401237,0.7992577,0.75975573,1.0,1.0,0.49889043,0.22756015,0.20522441,0.18824296,0.20151429,0.3380633,0.368257,0.25920892,0.311945,0.61760694,0.7777091,0.8575962,0.89142853,1.0,,0.52363664,0.2247916,0.19449028,0.17565037,0.17387202,0.22755294,0.22827098,0.18992029,0.32337072,0.71150917,0.86275244,0.8455474,0.804725,,,0.37269494,0.22324891,0.23453595,0.21815616,0.22297439,0.19021179,0.17831858,0.17980137,0.33218738,0.62993395
88,2014-09-09,0.842014,0.8226505,0.8658148,0.87618685,0.8796558,0.8808222,0.8825848,0.88031214,0.8754353,0.873576,0.87838244,0.8758856,0.82902527,0.5438415,0.7403064,0.78211576,0.7518425,0.8479654,0.86973876,0.8774447,0.88123924,0.87778926,0.8748732,0.87080276,0.87344927,0.87537074,0.87036854,0.75473577,0.5694463,0.7454994,0.7597849,0.7802865,0.8338537,0.8921387,0.8822055,0.8803474,0.87523526,0.8759238,0.8738128,0.8732861,0.87405777,0.86851066,0.6724796,0.6290275,0.71103364,0.79025483,0.8084019,0.8496923,0.8827527,0.8804962,0.8714977,0.8715783,0.87079585,0.8648927,0.8628218,0.8712305,0.8653774,0.6598312,0.6666438,0.7625346,0.7870549,0.8099382,0.86078185,,,,,0.894304,0.7473601,0.77441466,0.8135591,0.9185975,0.7525612,0.74668664,0.8654935,0.7529161,0.8142554,0.82030314,,,,0.9093947,0.48719573,0.37345114,0.32666776,0.4556536,0.6285106,0.70449615,0.81616366,0.8744717,0.7206725,0.7869209,0.7612918,0.80267394,,0.63037413,0.29760998,0.21256618,0.18639347,0.2557808,0.3708337,0.643848,0.6984345,0.8435509,0.86211914,0.7173672,0.7767409,0.6864648,0.63008654,0.61578524,0.37987795,0.19113502,0.16117105,0.18536685,0.20730603,0.3304081,,,,,0.7254016,0.76276845,0.62664783,0.606016,0.5723584,0.34892088,0.19780676,0.18829112,0.1917149,0.25366,0.42436925,,0.7775788,0.6951637,,0.724167,0.7422084,0.6213942,0.759994,0.5722099,0.44366845,0.25303906,0.21753484,0.21004635,0.25710693,0.42241156,0.65877306,0.45119813,0.3796821,0.6921447,0.73401237,0.7992577,0.75975573,1.0,1.0,0.49889043,0.22756015,0.20522441,0.18824296,0.20151429,0.3380633,0.368257,0.25920892,0.311945,0.61760694,0.7777091,0.8575962,0.89142853,,,0.52363664,0.2247916,0.19449028,0.17565037,0.17387202,0.22755294,0.22827098,0.18992029,0.32337072,0.71150917,0.86275244,0.8455474,0.804725,,,0.37269494,0.22324891,0.23453595,0.21815616,0.22297439,0.19021179,0.17831858,0.17980137,0.33218738,0.62993395
89,2014-09-16,0.8475931,0.80700415,0.8782843,0.8669189,0.83747834,0.84847534,0.87664706,0.87402534,0.8833015,0.87938833,0.82236284,0.75565207,0.68697953,0.677021,0.7719242,0.80225337,0.8204479,0.8524252,0.87755185,0.8889446,0.84880227,0.8572286,,0.88735735,0.8345205,0.7515062,0.76354396,0.708617,0.65076464,0.7527897,0.8334126,0.74691355,0.67835987,0.7082672,0.7490244,0.6078086,0.628329,0.8758753,0.8908316,0.81448793,0.8308338,0.79003406,0.76980174,0.6071509,0.7396893,0.86347955,0.64906853,0.5551799,0.5283838,0.44644773,0.35584807,0.4376581,0.7348302,0.8930271,0.8344035,0.8492007,0.8333599,0.7491979,0.6045568,0.7793579,0.8053244,0.6323983,0.505695,0.3994792,0.3257259,0.2690389,0.37199262,0.6451228,,0.86644727,0.8344857,0.82430637,0.737475,0.70130676,0.87750465,0.7157025,0.607123,0.473456,0.35398898,0.33312517,0.34264168,0.45592734,0.72101414,,,,0.8325102,0.72134936,0.82429475,0.8962025,0.73138356,0.72879547,0.5720718,0.53119504,0.40864033,0.4106288,0.5249955,0.7338828,0.80930907,0.7596997,,,0.6734579,0.8366728,,0.75786734,0.74609196,0.5544525,0.45250177,0.36769864,0.39975291,0.5466466,0.7704854,0.5940998,0.50059724,0.6367622,0.7100581,0.67364025,0.8664408,0.88921106,0.75077224,0.733777,0.52346057,0.44500896,0.4807215,0.4591702,0.50219953,0.541735,0.3977409,0.41600773,0.5338587,0.5145187,0.6332609,0.8670592,0.88687056,0.7523693,0.75903094,0.62783027,0.66700864,0.7294461,0.64446026,0.5326905,0.4246496,0.36113068,0.49741364,0.5340073,0.49660763,0.5922667,,,0.73067987,0.7961701,0.77921987,0.89527524,0.8753754,0.8005597,0.55096877,0.5009917,0.48795795,0.6648121,0.70981467,0.69419396,0.7592742,,,0.7524545,0.8370885,0.8753844,0.91561335,0.914848,,0.71332294,0.7578085,0.80926776,,,,,,,0.84918416,0.8755199,0.87831825,0.8833725,0.88014007,,,,,,,,,,
