,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
203,2016-11-22,0.30055347,0.29866794,0.29283878,0.2857274,0.29232594,0.30913803,0.32536426,0.30029038,0.2965174,0.29670677,0.30040592,0.30613434,0.29284373,0.2887454,0.30500546,0.30019554,0.30700156,0.3268178,0.32941908,0.31334725,0.30152887,0.3112218,0.30869362,0.30000362,0.28661507,0.31127775,0.31275535,0.31883192,0.32196322,0.33982325,0.33767745,0.32851663,0.32048732,0.31789964,0.31424013,0.30841857,0.29105276,0.30326018,0.3114105,0.3210469,0.32826373,0.3274466,0.33405045,0.32934356,0.3215045,0.3131884,0.31850687,0.3197365,0.2797097,0.3019193,0.3019949,0.3078059,0.3102145,0.33393705,0.3447725,0.33800495,0.33449125,0.33790678,0.32219532,0.29224458,0.26415876,0.30920947,0.3102554,0.3057336,0.3109087,0.34231007,0.35440597,0.330572,0.3387249,0.34606987,0.33593398,0.29924127,0.2951026,0.30468062,0.31594053,0.32386637,0.31525975,0.31343073,0.320369,0.32696778,0.33665296,0.33524418,0.32623821,0.2994842,0.30422294,0.31075406,0.320184,0.32242873,0.2943718,0.30508342,0.30950934,0.31184584,0.31728327,0.31467777,0.31688508,0.30275798,0.30492157,0.2946463,0.3022779,0.2974286,0.28604117,0.28714415,0.29214802,0.29443765,0.30351314,0.30847955,0.31430924,0.31430924,0.30806166,0.29522097,0.29599988,0.29558927,0.2858642,0.28067994,0.28277203,0.28492746,0.29377446,0.30619174,0.31502518,0.31502518
204,2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2016-12-06,0.4051138,0.33670482,,0.3458619,0.4410612,0.44627395,,0.4233626,0.38021845,0.43122527,0.40923768,0.4823844,,0.21651177,0.4549535,0.38935712,,0.4068534,,0.31893495,0.41376662,,,0.40280098,0.3616042,0.35401565,0.42442128,0.4499062,0.43036613,0.4224175,0.40224835,,,,,0.45395067,,,,,,,,,,,0.39908627,0.44980413,,,,,,,,,,,,,,,,,,,,0.46438372,,,,0.45827863,,,,,,,,,,,0.49701172,0.44379598,,,,,0.54265815,,,0.5291454,0.5058586,0.47555327,0.5079739,0.48879278,,,0.53874767,0.5759329,0.5300818,0.55995667,0.45071635,0.5090543,0.44472876,0.47874492,0.45642033,0.45642033,,,0.48472556,0.5125655,0.55385417,0.55611885,0.4835805,0.4698919,0.49631065,0.48537046,0.50164175,0.50164175
206,2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2016-12-20,0.30846006,0.35157248,0.29828447,,0.37180108,0.47703484,0.49435914,0.47339886,0.44440606,0.43207577,0.39559346,0.40703362,0.28191617,0.37392846,,0.43541124,0.43683895,,0.44116673,0.36434564,0.4084547,0.44423977,0.38406983,0.44423977,0.40394536,,0.44465607,0.4717133,0.48613903,0.37698522,,0.36388284,,,,0.43163612,,,0.4902124,0.39996618,,0.35338786,0.33399698,0.39028686,,0.42450476,,,,,,,,,,0.43307087,,,,,,,0.5732473,,,0.4630686,0.47983268,0.46889594,,,,,,0.52787006,,,0.45749235,0.53928345,,,,,0.5736505,0.52005965,0.5649547,,,,0.50119114,0.54512423,0.48015258,0.50037533,0.5636099,,,0.55926335,0.55667245,0.5700359,0.48763075,0.5513648,0.5335286,0.5870787,0.48793,0.52480584,0.5931287,0.54853076,,,,,,0.5003543,0.5663132,,,0.5409836,0.50252324,0.5726681,0.5173302,0.5173302
208,2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2017-01-10,0.08022206,0.045460552,0.035068814,0.03195304,0.03030559,0.03376168,0.04726171,0.051366247,0.048660025,0.068426766,0.06780441,0.058442,0.07869847,0.03760403,0.017107649,0.020958494,0.022938365,0.028402038,0.04648375,0.061519455,0.048150264,0.05799355,0.050340433,0.0586816,0.058411676,0.029307703,0.014279667,0.01645285,0.01896465,0.028049445,0.039533924,0.051752456,0.061760046,0.054545633,0.06364165,0.055293545,0.062067043,0.022748435,0.015219104,0.016724465,0.020541957,0.029210156,0.044349995,0.06732296,0.07075943,0.06580672,0.08119311,0.072827,0.030237518,0.014519313,0.011729693,0.016545001,0.031544015,0.05237887,0.05875127,0.089101,0.082464084,0.09264779,0.09526819,0.039689787,0.024393998,0.014569995,0.015728975,0.022417486,0.05376536,0.13107082,0.11843338,0.19133261,0.117345564,0.08301844,0.07281338,0.03216196,0.01846026,0.017475972,0.01757336,0.035624422,0.122061625,0.54936993,0.3316896,0.14460514,0.077514395,0.06240249,0.06273382,0.028294424,0.016052624,0.021627821,0.031619824,0.08099833,0.17676434,0.45940393,0.2074058,0.06408336,0.029093897,0.04134578,0.05257173,0.025133273,0.018132146,0.028492127,0.03888054,0.029927623,0.09267448,0.3381008,0.10269735,0.01943065,0.0057331556,0.017665865,0.032411203,0.032411203,0.029347118,0.042361464,0.037460573,0.04182698,0.11520499,0.31166363,0.04478336,,0.004179913,0.017047133,0.025933562,0.025933562
211,2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17025796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12029162,,,,,,,,,,0.046912685,,,,,0.03712791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2017-02-21,0.22847629,0.22492352,0.22269788,0.22463584,0.2297185,0.2328933,0.24297369,0.23682524,0.22080193,0.22545,0.23050502,0.23492122,0.22173877,0.21306188,0.21729012,0.22221597,0.22664005,0.23218675,0.232615,0.22457018,0.22349176,0.22726876,0.22820272,0.23416935,0.21776456,0.21780695,0.21897158,0.22339647,0.22839378,0.2217449,0.2252193,0.22619842,0.22669923,0.2289055,0.23468566,0.23507036,0.21721418,0.22217606,0.22265662,0.22517611,0.22914134,0.22062275,0.22262211,0.23121715,0.2295563,0.22962312,0.22484906,0.23169322,0.22195302,0.22264224,0.2258333,0.22281961,0.22792272,0.22091083,0.22426899,0.22948341,0.22916988,0.23536074,0.2313235,0.2351591,0.22432993,0.22820139,0.22713202,0.22241317,0.21973717,0.22390357,0.22244714,0.2188877,0.22934562,0.24222139,0.23565942,0.24008386,0.22671722,0.22659796,0.22445041,0.2225807,0.22208394,0.22581345,0.22403452,0.22267923,0.23048289,0.23704353,0.23988406,0.23987505,0.22401045,0.22582352,0.2243616,0.2215797,0.2250509,0.22920153,0.22752228,0.22736745,0.2283825,0.23156883,0.23395781,0.24307343,0.2220789,0.22344716,0.2238106,0.22541751,0.22669508,0.2247833,0.22171974,0.22619855,0.23293354,0.23234153,0.22637072,0.22637072,0.215756,0.21942292,0.22375025,0.22820064,0.23072208,0.22989792,0.22360428,0.22397874,0.23350719,0.23209725,0.23082045,0.23082045
217,2017-02-28,0.22847629,0.22492352,0.22269788,0.22463584,0.2297185,0.2328933,0.24297369,0.23682524,0.22080193,0.22545,0.23050502,0.23492122,0.22173877,0.21306188,0.21729012,0.22221597,0.22664005,0.23218675,0.232615,0.22457018,0.22349176,0.22726876,0.22820272,0.23416935,0.21776456,0.21780695,0.21897158,0.22339647,0.22839378,0.2217449,0.2252193,0.22619842,0.22669923,0.2289055,0.23468566,0.23507036,0.21721418,0.22217606,0.22265662,0.22517611,0.22914134,0.22062275,0.22262211,0.23121715,0.2295563,0.22962312,0.22484906,0.23169322,0.22195302,0.22264224,0.2258333,0.22281961,0.22792272,0.22091083,0.22426899,0.22948341,0.22916988,0.23536074,0.2313235,0.2351591,0.22432993,0.22820139,0.22713202,0.22241317,0.21973717,0.22390357,0.22244714,0.2188877,0.22934562,0.24222139,0.23565942,0.24008386,0.22671722,0.22659796,0.22445041,0.2225807,0.22208394,0.22581345,0.22403452,0.22267923,0.23048289,0.23704353,0.23988406,0.23987505,0.22401045,0.22582352,0.2243616,0.2215797,0.2250509,0.22920153,0.22752228,0.22736745,0.2283825,0.23156883,0.23395781,0.24307343,0.2220789,0.22344716,0.2238106,0.22541751,0.22669508,0.2247833,0.22171974,0.22619855,0.23293354,0.23234153,0.22637072,0.22637072,0.215756,0.21942292,0.22375025,0.22820064,0.23072208,0.22989792,0.22360428,0.22397874,0.23350719,0.23209725,0.23082045,0.23082045
218,2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2017-03-14,0.44671252,0.43273553,0.4332916,0.44308788,0.477365,0.5003073,0.576699,0.49658886,0.45940438,0.4293288,0.42625287,0.4730695,0.42544234,0.4153506,0.44960764,0.47497395,0.49261248,0.47294635,0.46756417,0.41475865,0.42676914,0.4354849,0.40651074,0.44656593,0.45702276,0.4363469,0.44935405,0.5109712,0.4979579,0.40478048,0.41199392,0.44660836,0.44641575,0.45705715,0.4730523,0.4471545,0.4413159,0.51526463,0.51983994,0.48191956,0.5042318,0.37740278,0.39433673,0.45437804,0.43863344,0.4460209,0.40132803,0.3991278,0.51690024,0.50042915,0.5205854,0.45670176,0.4256841,0.39208138,0.41891083,0.43334568,0.44073015,0.457622,0.36367682,0.42089424,0.50270647,0.50378036,0.48140043,0.425792,0.3982116,0.43729243,0.42135572,0.40950307,0.42622146,0.44043022,0.4357199,0.44808573,0.48990914,0.4948327,0.4634125,0.44155,0.3984524,0.45682973,0.4108747,0.4071952,0.43690777,0.47651353,0.4669196,0.46402198,0.52857405,0.51732755,0.49816477,0.47233692,0.5297113,0.530514,0.4852485,0.45864305,0.46141008,0.4895652,0.47623268,0.4614997,0.54626137,0.52440375,0.5297359,0.5203177,0.50677127,0.4830131,0.4582233,0.43976942,0.4437737,0.4593997,0.47083092,0.47083092,0.5199373,0.5149743,0.5337508,0.5263386,0.5086172,0.4793365,0.46155947,0.4233828,0.44264907,0.4287269,0.47160655,0.47160655
220,2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2017-03-28,0.5119685,0.4834611,0.44610727,0.43557307,0.4295236,0.43532407,0.4696349,0.45534685,0.45463216,0.44476807,0.4599056,0.49313617,0.45720035,0.43663913,0.40721163,0.4358035,0.45894057,0.4357175,0.43937442,0.4286207,0.43194973,0.43777257,0.42535797,0.4503293,0.43911877,0.42782497,0.41474807,0.44625443,0.46674386,0.39916736,0.4088712,0.4294848,0.41062948,0.43568197,0.41726264,0.44251376,0.42471042,0.43486443,0.436034,0.4138024,0.4369399,0.39270523,0.39246005,0.42233828,0.4023515,0.41473514,0.41940573,0.40899065,0.39973652,0.408794,0.4118834,0.39192054,0.41967028,0.41660693,0.4163463,0.40858942,0.41690463,0.43654186,0.40434796,0.39230013,0.38711843,0.39800453,0.4366334,0.43860924,0.48946583,0.47778997,0.45256716,0.39250627,0.41431385,0.40948546,0.40007907,0.40970215,0.39003733,0.39279088,0.40822485,0.41426313,0.43357328,0.39736986,0.3784526,0.38439238,0.40880412,0.4195751,0.41887513,0.42354324,0.4100519,0.4017932,0.42334455,0.41684404,0.42201656,0.42061326,0.40653303,0.40754795,0.41347834,0.40885404,0.41766405,0.4115988,0.41880578,0.41486552,0.43184295,0.41814676,0.40852818,0.40799692,0.40271822,0.3990187,0.39924133,0.39935598,0.42097673,0.42097673,0.43127888,0.4099379,0.4169662,0.4017781,0.3889757,0.3763633,0.40408802,0.39628425,0.39918068,0.41311926,0.43188897,0.43188897
222,2017-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2017-04-11,,,,,,,,,,0.7920648,,,,,,,,,,0.7415482,,,,,,,,,,,0.7401184,,,,,,,,,0.74099463,0.77630454,0.7102398,0.7216571,0.7774201,,,,,,0.7778443,0.7424329,0.6177414,0.67680186,0.7062509,,,,,,,0.64438456,0.6549072,0.68714994,0.68939894,0.7113582,0.74806666,,,,,,,0.68312824,0.6885011,0.7259485,0.7289738,0.7278214,,,,,,,,0.84434414,0.81846756,0.81938744,0.8029186,0.8405156,0.8490608,,,,,,,,,0.86397165,0.8578911,0.84764856,,,,,,,,0.8494267,0.8580064,,0.85316753,0.8531402,,,,,0.84509474,0.85577935,0.85577935
224,2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2017-05-02,0.8762927,0.87353146,0.8628987,0.87578046,0.88527715,0.8738746,0.89453954,0.86237323,0.7980842,0.84901553,0.86974,0.89174545,0.8158592,0.82020277,0.8746984,0.88244444,0.8804398,0.85025024,0.7911016,0.7496014,0.7689564,0.861638,0.85154206,0.868706,0.8655651,0.8698403,0.8890815,0.8774807,0.8586016,0.748758,0.70904976,0.78909636,0.82265335,0.8612759,0.8776927,0.87565273,0.88211894,0.8909236,0.8421341,0.7660981,0.77568805,0.6837397,0.7031527,0.7989125,0.83026385,0.86109364,0.86080647,0.8776501,0.82833636,0.74385226,0.6859922,0.59315294,0.60138565,0.70768833,0.7150027,0.790483,0.84214056,0.8654977,0.8588657,0.87104493,0.6418561,0.6110299,0.66293347,0.6840041,0.647973,0.7622105,0.74260557,0.77556634,0.8460581,0.8791115,0.8788612,0.890527,0.67921615,0.67190987,0.7159322,0.75409824,0.7508385,0.82249266,0.7996448,0.80470186,0.8670287,0.8886169,0.8924302,0.8922996,0.8618747,0.8452741,0.8404659,0.83173525,0.887137,0.8892244,0.8691132,0.87191814,0.88849944,0.89027923,0.89468426,0.8903782,0.88895595,0.8909622,0.8878021,0.88660693,0.88500863,0.88830656,0.8780179,0.87505805,0.88426614,0.88441074,0.88672805,0.88672805,0.86539215,0.8748345,0.8854136,0.88651985,0.8865554,0.8846833,0.8740793,0.87561315,0.883841,0.8807196,0.87952733,0.87952733
227,2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2017-05-16,,,,,,,,,,,,,0.37112233,,,0.38171628,0.37306023,0.36294603,0.35215068,0.34409443,0.33506575,,,0.338459,,0.39098382,0.40326455,0.40272748,0.3881975,0.38257375,0.36801848,0.37077877,0.3651594,,,0.35326698,0.41243485,0.4192837,0.42076337,0.41571426,0.40932086,0.40674794,0.40481105,0.40447143,0.39569423,0.3885388,0.39712247,0.38820204,0.43916976,0.4369974,0.43729174,0.43043944,0.42368057,0.42207757,0.4139965,0.40421817,0.3990828,0.40542874,0.39946982,0.38656172,0.4407058,0.43788227,0.44052583,0.43089837,0.43046924,0.42386052,0.41121253,0.41428316,0.40911934,0.40228596,0.39186043,0.3889381,0.44791245,0.4554549,0.45398912,0.44853595,0.44244868,0.43706423,0.4222721,0.4159037,0.40725833,0.39366427,0.3884134,0.38977346,0.48017916,0.47950605,0.48044625,0.47374177,0.44861275,0.43351343,0.41947213,0.4149925,0.40926576,0.4054271,0.4023544,0.38754573,0.47829622,0.48195297,0.47635397,0.47440636,0.46336535,0.4440528,0.42242566,0.41294214,0.40964636,0.39826283,0.37974262,0.37974262,0.5135131,0.48954397,0.49129227,0.49118555,0.4694071,0.44574332,0.4305946,0.42144808,0.4042314,0.38311312,0.37408456,0.37408456
229,2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2017-05-30,0.70110476,0.79394597,0.8228171,0.75741434,0.6941299,0.7221594,0.8415725,0.7773081,0.7449071,0.8456593,0.8747278,0.6356557,0.80218625,0.87911904,0.8157806,0.77042866,0.67756337,0.69184697,0.846007,0.7931676,0.7925949,0.8728724,0.746338,0.48587903,0.8399623,0.7371667,0.6730629,0.63399184,0.6105966,0.65404797,0.7924578,0.85393625,0.79726434,0.79311925,0.6604676,0.5387729,0.80078673,0.7505398,0.7559148,0.6880048,0.6767113,0.67901045,0.7271824,0.78170633,0.75558835,0.7890205,0.9044339,0.82949877,0.7691897,0.74833834,0.89351535,0.7574508,0.7027586,0.6589948,0.62639564,0.6867216,0.77119476,0.89426106,0.9064382,0.75690955,0.62637836,0.62747574,0.6168806,0.5518529,0.5428079,0.5852265,0.4865,0.54781735,0.747686,0.8562629,0.77116513,0.6595888,0.54354167,0.49196154,0.4783644,0.529281,0.6004919,0.517075,0.5066351,0.6239868,0.8129986,0.7704115,0.69038844,0.62568104,0.5709483,0.51614136,0.5748633,0.58363986,0.68083674,0.64424634,0.63274276,0.5888018,0.7259359,0.65464556,0.67963386,0.67645717,0.59086394,0.5208944,1.0,0.96360064,0.75295347,0.4668587,0.46446595,0.4858046,0.59262073,0.60998636,0.68144906,0.68144906,0.9247119,1.0,0.7986294,0.6585161,0.5053152,0.35881755,0.37674376,0.39594918,0.48505858,0.6257325,0.79874825,0.79874825
231,2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2017-06-13,0.8624313,0.8592332,0.8654902,0.87586886,0.8804583,0.88572806,0.88792986,0.8611374,0.8187308,0.84632033,0.87040824,0.88646704,0.7852751,0.81536204,0.8775871,0.8774459,0.87507504,0.85156226,0.80184966,0.76784116,0.79121387,0.8722936,0.86953753,0.8735823,0.86385113,0.8715125,0.8832009,0.8720357,0.85229474,0.7341476,0.75320816,0.81600934,0.8346876,0.8753536,0.8861103,0.8827357,0.8758003,0.88662463,0.8119477,0.7419581,0.7523041,0.7024882,0.7149685,0.82130116,0.8566802,0.8641145,0.8690451,0.8861253,0.798363,0.7224378,0.6636593,0.6011389,0.6023005,0.7051171,0.699378,0.79515606,0.86848605,0.8855002,0.87918866,0.8844023,0.6186688,0.5776826,0.6884287,0.69044524,0.6681913,0.7322106,0.7095497,0.755151,0.87448114,0.89592963,0.8909172,0.88807386,0.699432,0.6959937,0.74831736,0.777346,0.75666296,0.83022064,0.7980635,0.8081315,0.87275285,0.8883781,0.8907736,0.89250046,0.8677561,0.86031264,0.8630888,0.85307866,0.900441,0.8931957,0.8763581,0.8781553,0.88465333,0.88716555,0.8883947,0.8922329,0.89422834,0.89612514,0.89121336,0.89291257,0.89447606,0.89565206,0.8918919,0.88672215,0.88926107,0.8883364,0.8868606,0.8868606,0.877297,0.8805991,0.8826445,0.890023,0.8959849,0.89460784,0.8870297,0.8846687,0.88829106,0.88674784,0.8876467,0.8876467
233,2017-06-20,0.8624313,0.8592332,0.8654902,0.87586886,0.8804583,0.88572806,0.88792986,0.8611374,0.8187308,0.84632033,0.87040824,0.88646704,0.7852751,0.81536204,0.8775871,0.8774459,0.87507504,0.85156226,0.80184966,0.76784116,0.79121387,0.8722936,0.86953753,0.8735823,0.86385113,0.8715125,0.8832009,0.8720357,0.85229474,0.7341476,0.75320816,0.81600934,0.8346876,0.8753536,0.8861103,0.8827357,0.8758003,0.88662463,0.8119477,0.7419581,0.7523041,0.7024882,0.7149685,0.82130116,0.8566802,0.8641145,0.8690451,0.8861253,0.798363,0.7224378,0.6636593,0.6011389,0.6023005,0.7051171,0.699378,0.79515606,0.86848605,0.8855002,0.87918866,0.8844023,0.6186688,0.5776826,0.6884287,0.69044524,0.6681913,0.7322106,0.7095497,0.755151,0.87448114,0.89592963,0.8909172,0.88807386,0.699432,0.6959937,0.74831736,0.777346,0.75666296,0.83022064,0.7980635,0.8081315,0.87275285,0.8883781,0.8907736,0.89250046,0.8677561,0.86031264,0.8630888,0.85307866,0.900441,0.8931957,0.8763581,0.8781553,0.88465333,0.88716555,0.8883947,0.8922329,0.89422834,0.89612514,0.89121336,0.89291257,0.89447606,0.89565206,0.8918919,0.88672215,0.88926107,0.8883364,0.8868606,0.8868606,0.877297,0.8805991,0.8826445,0.890023,0.8959849,0.89460784,0.8870297,0.8846687,0.88829106,0.88674784,0.8876467,0.8876467
234,2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2017-07-04,0.8677092,0.84738886,0.83263123,0.88287437,0.87788427,0.8945731,0.8993526,0.87199223,0.82112646,0.837376,0.88643026,0.90157276,0.78662425,0.8334515,0.8812511,0.8799182,0.8804906,0.83519727,0.7896943,0.7414762,0.8053874,0.8725559,0.87559015,0.88655657,0.86983174,0.87370956,0.88356686,0.8694473,0.8795234,0.7214261,0.76456594,0.82605726,0.8470745,0.87748027,0.9035026,0.886655,0.8762106,0.87057084,0.82134736,0.71676713,0.732997,0.677545,0.6963342,0.84010506,0.8530967,0.85973936,0.86465627,0.8940856,0.7801543,0.72375154,0.66123873,0.5964742,0.6337853,0.6721068,0.7075667,0.7914356,0.8648324,0.8910136,0.8772508,0.89820653,0.56666005,0.60296243,0.68413025,0.6715413,0.68212754,0.70825505,0.67822945,0.724145,0.8811043,0.9021395,0.90210414,0.90483713,0.69653463,0.7033594,0.77272224,0.76381254,0.73074824,0.83519113,0.78512555,0.7785558,0.8816787,0.89832413,0.8993386,0.9028422,0.8725143,0.854901,0.8560184,0.8579364,0.8999541,0.89684516,0.88595414,0.8836724,0.8896882,0.89636004,0.899046,0.9029975,0.8925445,0.8958651,0.89247376,0.8975907,0.8996815,0.89734036,0.89092,0.8916154,0.8961811,0.8954715,0.893806,0.893806,0.8810195,0.88397914,0.88238055,0.8912899,0.89974433,0.8977394,0.88891333,0.88691604,0.8922546,0.8974335,0.8975261,0.8975261
236,2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2017-07-18,0.79193395,0.78306097,0.7883934,0.8426872,0.8231412,0.83806777,0.86510897,0.83550406,0.77576333,0.78147167,0.817114,0.8367278,0.7460668,0.7725312,0.8266233,0.8251163,0.82541794,0.8015832,0.76761985,0.7333676,0.7455199,0.8042563,0.80724365,0.8254192,0.79386,0.80276394,0.80979955,0.82223284,0.82297057,0.68172926,0.73811203,0.7620329,0.77457994,0.8193346,0.85214996,0.8268096,0.825142,0.8036918,0.7808344,0.6362821,0.72030604,0.6405696,0.6306452,0.7771448,0.79454756,0.79603237,0.8036917,0.84101224,0.7201356,0.6905006,0.6300714,0.5581488,0.59217244,0.611258,0.66059685,0.7332126,0.80107224,0.83859533,0.8269174,0.83901757,0.5870302,0.60043865,0.6363651,0.63082296,0.6183181,0.6446862,0.63161576,0.6917129,0.8215676,0.85253984,0.8459496,0.8508765,0.6654606,0.6868261,0.7199447,0.70303667,0.67503387,0.76718694,0.7202922,0.7266245,0.8267438,0.8436646,0.84521693,0.85188794,0.7928399,0.78228986,0.79720753,0.801095,0.8487333,0.8420202,0.82131034,0.81092787,0.8278863,0.8418317,0.8446398,0.844899,0.83000445,0.82690316,0.83169067,0.8405849,0.8513302,0.83356404,0.81748235,0.8221107,0.82982564,0.836519,0.82179123,0.82179123,0.81243575,0.8242153,0.82294244,0.8439974,0.8542794,0.8326017,0.8211003,0.82130337,0.8304699,0.8284628,0.7307512,0.7307512
238,2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
