,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
139,2015-09-01,0.7487398,0.7660977,0.7671423,0.7807432,0.7968599,0.7989792,0.80284667,0.8037936,0.79305273,0.79063576,0.7878732,0.7868358,0.78651965,0.7865777,0.78889287,0.7721158,0.7792113,0.7828669,0.79204184,0.8011977,0.7995378,0.7922711,0.79498506,0.79498386,0.79445696,0.79075813,0.79007703,0.79129714,0.7894373,0.7923941,0.78395325,0.7871682,0.79195786,0.7969568,0.79924124,0.7989221,0.7880308,0.77980614,0.79466033,0.7994028,0.78869754,0.78876066,0.78940064,0.7902275,0.79155445,0.79530966,0.79773957,0.79363525,0.79618126,0.7983141,0.7965912,0.7806283,0.72114974,0.7550313,0.7923464,0.789856,0.78632617,0.7898963,0.7950487,0.79422945,0.79819024,0.7969855,0.79824996,0.7993228,0.79189575,0.79358244,0.795296,0.7387005,0.7095643,0.7622983,0.7916618,0.7832465,0.78198284,0.78913283,0.7952888,0.80166924,0.8007276,0.80094564,0.79604846,0.7861422,0.79356194,0.80204314,0.7834118,0.7166742,0.73545724,0.78407925,0.78273046,0.7794426,0.7840922,0.7941253,0.80361646,0.801312,0.7998382,0.79536605,0.7899669,0.7937195,0.80036384,0.8045617,0.78558,0.77735597,0.7850727,0.7923282,0.7874642,0.7905342,0.79519194,0.804216,0.8023462,0.8013102,0.79640895,0.79493475,0.8020859,0.7946046,0.7983772,0.79433274,0.7959995,0.79107773,0.79297537,0.7924106,0.7930595,0.7970791,0.80684775,0.8049557,0.80454373,0.7979689,0.80073607,0.7985128,0.7928319,0.7939326,0.79746795,0.7956412,0.7924666,0.79706323,0.79667324,0.7946733,0.7966521,0.80581445,0.8065172,0.8043366,0.79623944,0.7946922,0.79733175,0.79484856,0.7918994,0.79640985,0.7970619,0.7977081,0.79680395,0.7951128,0.7980198,0.799173,0.8055419,0.8024445,0.8001492,0.7995399,0.7981594,0.7945474,0.7946881,0.7906677,0.8011123,0.8003697,0.7998422,0.8000739,0.798815,0.7997487,0.80772007
140,2015-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2015-09-15,0.80898196,0.8036478,0.8027563,0.81934416,0.8311471,0.8413592,0.83825034,0.8385685,0.8323021,0.82883275,0.8362615,0.8364309,0.83222455,0.83801436,0.839113,0.82047194,0.8219537,0.8246331,0.83355147,0.84034896,0.8376621,0.82991195,0.8364711,0.8377354,0.83011967,0.8318387,0.83862865,0.8366885,0.83600336,0.83647484,0.83064175,0.83022463,0.84102005,0.8357699,0.840433,0.8369736,0.8283601,0.81487656,0.8323233,0.84064454,0.84038824,0.836784,0.8343572,0.8324169,0.8275933,0.83353114,0.83554214,0.8383868,0.83674693,0.8371131,0.8313619,0.8234774,0.77572936,0.78788924,0.8400693,0.8348767,0.8333391,0.83726764,0.831942,0.83177304,0.83879536,0.8420145,0.8427349,0.8399693,0.8275782,0.83327913,0.83667743,0.79224557,0.7522735,0.81289923,0.8355334,0.8331021,0.8332955,0.84002143,0.8409354,0.8450228,0.84527993,0.8446971,0.83897585,0.8293347,0.8331613,0.8441073,0.82314897,0.7643735,0.79840285,0.8238061,0.83786875,0.83025527,0.835304,0.8385555,0.84245336,0.84317744,0.83886737,0.8396661,0.8355764,0.84106183,0.8435791,0.83960277,0.8179085,0.8293245,0.83585876,0.8457662,0.8345379,0.8368806,0.8440329,0.83746415,0.8400557,0.8459752,0.8502393,0.84647137,0.8493842,0.8390065,0.8343394,0.83326024,0.8369675,0.8436958,0.84448797,0.84089196,0.8398187,0.8432347,0.84625757,0.8440573,0.84579855,0.84519947,0.8411345,0.84118795,0.83208925,0.8313873,0.833803,0.8362212,0.83660704,0.84220177,0.8393176,0.83572817,0.83820105,0.8485018,0.8466061,0.84359854,0.8355731,0.8349325,0.8311886,0.8346683,0.83295524,0.83768386,0.84404147,0.8380124,0.84129614,0.83880675,0.84429413,0.8440808,0.8513665,0.8394807,0.83513725,0.83624727,0.842784,0.835994,0.8324169,0.8411111,0.83872944,0.84696954,0.8450014,0.84364146,0.8438064,0.84919536,0.8529934
142,2015-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2015-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,2015-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2015-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2015-10-20,0.6221048,0.5721087,0.48613048,0.44500408,0.42604566,0.43172514,0.50868064,0.5565218,0.6034274,0.6312836,0.63333935,0.62539095,0.6358644,0.6123047,0.6107429,0.56551373,0.5113004,0.47878513,0.43889982,0.37744862,0.35160774,0.4315728,0.44850114,0.55118847,0.63316065,0.6249682,0.62041384,0.61869806,0.60524863,0.6022196,0.5254701,0.54114896,0.52001023,0.4180744,0.31654593,0.2663433,0.3018244,0.34133688,0.42559424,0.5462935,0.56515193,0.57784134,0.5799106,0.5851123,0.56938124,0.5259327,0.57877374,0.53494734,0.4054052,0.3001442,0.23698623,0.24201556,0.26409593,0.31115863,0.3915516,0.43959886,0.4097536,0.40193135,0.4603402,0.4637887,0.57757527,0.5772456,0.5753066,0.46739674,0.35505667,0.26002973,0.23881608,0.23144509,0.24011654,0.28990453,0.34041813,0.22924249,,,,0.56341076,0.53554213,0.5663106,0.58105767,0.39928788,0.28792134,0.21691528,,,0.19830227,,,,,,0.51064146,0.46708715,0.4851432,0.53027666,0.4484535,0.30912215,,,,,,,,,,0.44085202,0.45998704,0.46742815,0.5017672,0.44787583,0.30832964,,,,,,,,,,0.39988548,0.4878919,0.46596944,0.4140158,0.336016,0.32274428,0.31218806,0.27768946,0.22938779,,,,,,,0.4198114,0.45985106,0.3881238,0.3279336,0.301746,0.3871273,0.39488932,0.35421517,0.3201168,0.26562977,0.2039327,,,,,0.40808457,0.39796576,0.33195913,0.2724041,0.27682963,0.3559561,0.3549836,0.32960975,0.35517278,0.32271,0.27090216,0.20475358,,,
147,2015-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2015-11-03,0.64249814,0.64914376,0.6650891,0.63542026,0.6358656,0.6478485,0.6832981,0.6838394,0.6518488,0.65083927,0.6503255,0.6967794,0.70159024,0.7062828,0.7337817,0.65364856,0.64519274,0.6810734,0.67190427,0.6818369,0.65704036,0.66225064,0.6784743,0.66560346,0.6534198,0.6851133,0.7384595,0.7276561,0.7314541,0.7470342,0.6473624,0.64791864,0.68355775,0.7064307,0.6757739,0.6524683,0.65564764,0.6520746,0.6857825,0.67292404,0.68201554,0.7393798,0.7360156,0.7262633,0.7261763,0.6875351,0.6633854,0.6746591,0.70111436,0.6669052,0.6434948,0.65759194,0.5976549,0.6589436,0.7052595,0.7269531,0.7520563,0.7155443,0.72251445,0.68900573,0.6965051,0.68996507,0.72175074,0.74004257,0.70208484,0.689774,0.71651775,0.7121785,0.7046919,0.693566,0.7095073,0.70347446,0.7171897,0.7245665,0.71607935,0.7044335,0.73737776,0.75310326,0.7417281,0.67641217,0.6988634,0.72090304,0.72212577,0.70071775,0.6695932,0.71421707,0.73294526,0.7475799,0.7674569,0.76169294,0.703814,0.7212351,0.71284753,0.65791154,0.69144696,0.71214676,0.719279,0.73848623,0.714769,0.69534487,0.7428031,0.753584,0.75482446,0.7677769,0.7833313,0.7047609,0.68686825,0.6866377,0.6958033,0.7396586,0.70013005,0.7244145,0.7327529,0.73400074,0.7287028,0.74497646,0.75661933,0.75613374,0.7721863,,0.69753534,0.67711246,0.6919112,0.6727253,0.70187074,0.69996315,0.7262061,0.70912933,0.7156834,0.7313228,0.7500233,0.74845695,0.7489005,0.75920194,0.7662861,0.6748807,0.6788372,0.68314874,0.6990274,0.70124435,0.7202324,0.7151009,0.722325,0.7212254,0.7383879,0.7227007,0.73209316,0.7338986,0.7373938,0.7416179,0.7074195,0.6834195,0.67376757,0.71128637,0.75427645,0.7485775,0.72662115,0.7286331,0.7222998,0.7298462,0.74649864,0.7199772,0.7256272,0.70873815,0.7100813
149,2015-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2015-11-17,,,,,,,,0.25896424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13326795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19047882,,,,,,,,,,,,0.19088219,0.2729374,0.25217208,0.30824623,0.29456252,0.16827564,,,,,,,,,,0.40589276,0.42591518,0.2996745,0.6069351,0.5205598,0.27762336,,,,,,,,,,0.24752194,0.33206663,0.26387075,0.48879197,0.36568698,0.22510144,,,,,,,,,0.090258144
151,2015-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2015-12-01,0.63341445,0.6339973,0.7313712,0.773574,,,,,,,,,,,,0.6590096,0.6970297,,0.7791478,0.73678434,,,,,,,,,,,0.61997896,0.6849625,0.73867774,0.7347048,0.7737003,,,,,,,,,,,0.5876389,0.67300117,0.7172229,0.7111942,,,,,,,,,,,,0.59076035,0.57663256,0.7191854,0.6726673,,,,,,,,,,,,0.6390758,0.61297405,0.6620561,0.717288,0.75097746,0.7381342,,,,,,,,,,0.69757354,0.73904866,0.73550296,0.77598804,0.7493278,0.7398178,,,,,,,,,0.7254458,,0.7876309,,0.7722063,,0.71413904,,,,,,,0.67994195,0.6556527,0.5892021,0.80858266,0.71064353,0.79685706,0.76198936,,0.7504988,,,,,,,0.6817227,0.62601626,0.6123959,0.7994027,0.7848634,0.7445386,0.7388162,0.7488015,0.7352318,0.7248331,0.694617,0.7112868,,0.71312016,0.667315,0.6917999,0.62492365,0.61419857,0.75071317,0.7421787,,0.7137801,0.70107013,0.66045,0.64474154,0.6033078,0.61473614,,0.68580115,0.6512462,0.6120082,0.6170878,0.6133094
153,2015-12-08,0.63341445,0.6339973,0.7313712,0.773574,,,,,,,,,,,,0.6590096,0.6970297,,0.7791478,0.73678434,,,,,,,,,,,0.61997896,0.6849625,0.73867774,0.7347048,,,,,,,,,,,,0.5876389,0.67300117,0.7172229,0.7111942,,,,,,,,,,,,0.59076035,0.57663256,0.7191854,0.6726673,,,,,,,,,,,,0.6390758,0.61297405,0.6620561,0.717288,,0.7381342,,,,,,,,,,0.69757354,0.73904866,0.73550296,,0.7493278,0.7398178,,,,,,,,,0.7254458,,0.7876309,,0.7722063,,0.71413904,,,,,,,0.67994195,0.6556527,0.5892021,,0.71064353,0.79685706,0.76198936,,,,,,,,,0.6817227,0.62601626,0.6123959,0.7994027,0.7848634,0.7445386,0.7388162,0.7488015,0.7352318,0.7248331,0.694617,,,,0.667315,,0.62492365,0.61419857,0.75071317,0.7421787,,0.7137801,0.70107013,0.66045,0.64474154,0.6033078,0.61473614,,0.68580115,0.6512462,0.6120082,0.6170878,0.6133094
154,2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2015-12-22,0.33098868,0.4087838,0.45613748,0.48825064,0.53238577,0.54041934,0.5554507,0.56899184,0.6964202,0.66483516,0.6964862,0.6993847,0.6805997,0.58264506,0.60009134,0.44582447,0.46059325,0.48920172,0.50912195,0.52975816,0.55227405,0.5711844,0.614499,0.736876,0.7894544,,0.6927036,0.7149778,0.5782634,0.628876,0.48731261,0.47442892,0.4441024,0.4799761,0.51140964,0.52527374,0.46704516,0.51652175,0.792656,0.70447886,0.76558,0.72682005,0.6744935,0.6091205,0.54206073,0.5142638,0.48455992,0.43991458,0.45185828,0.48478612,0.40429705,0.48535413,0.4747258,0.55601615,0.52368903,0.6208434,0.641521,0.6146486,0.54565245,0.47426307,0.51091784,0.4467282,0.38978162,0.42863292,0.47489837,0.5038441,0.5431809,0.46049598,0.4665281,0.51288205,0.5416122,0.5635246,0.54409647,0.5316625,0.499674,0.49851066,0.48934677,0.44441962,0.44166768,0.45638296,0.52548975,0.6243364,0.5579308,0.5443706,0.48555025,0.5567556,0.5781786,0.47267634,0.55169576,0.48640543,0.59787154,0.6470588,0.5794419,0.5107841,0.3953683,0.44641495,0.6514342,0.67128986,0.6038075,0.659306,0.5779778,0.5845046,0.56484526,0.54129577,0.50016034,0.6406405,,0.6375859,0.5978105,0.50144804,0.5747235,0.6589109,0.7675137,0.7004245,0.60486853,0.5679149,0.49043113,0.51292133,0.5188245,0.50160563,0.6797044,,0.6324629,0.580158,0.51525056,0.52014446,0.50363374,0.6448135,0.5497431,0.5090392,0.5008354,0.47484192,0.5013668,0.48733208,0.49052915,0.55572605,0.5883513,0.5649547,0.5159223,0.4878074,0.58979166,0.52548975,0.5396514,0.42687306,0.44586605,0.4097799,0.46828848,0.45844913,0.49464497,0.5404329,0.4558366,0.47363225,0.47409955,0.4935683,0.4558366,0.5659124,0.50701404,0.42531163,0.41165122,0.39348954,0.43008515,0.46235624,0.47295544,0.5217065,0.5748104
156,2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2016-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,2016-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66078305,,,,,,,,,,,,,,0.6672225,0.621355,,,,,,,,,,,,,,0.59835374,0.56081307,,,,,,,,,,,,0.65956336,0.5823827,0.5626018,0.554953,,,,,,,,,,,0.61734694,0.6058418,0.57461774,0.54944956,0.5688316,,,,,,,,,,0.6070255,0.5742387,0.5577336,0.5625637,0.5958896,0.61088574
160,2016-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,2016-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2016-02-09,0.03135706,0.03635997,0.065145664,0.065987185,0.051810496,0.043917503,,,,,,,,,,0.017893966,0.02324806,0.054011054,0.04034288,0.021010473,,,,,,,,,,,0.011586403,,0.041227758,0.044771865,0.024931906,,,,,,,,,,,0.014791841,,0.018876307,0.030615287,0.023075372,0.015684752,,,,,,,,,,0.016048167,0.018527031,0.011587318,0.0055792998,0.00066141103,0.005686087,0.009821034,0.010061722,,,,,,,,,0.020534394,0.014869293,0.009938522,0.005668489,0.0040835766,0.006233522,0.012015292,0.015046182,0.0072635147,,,,,,0.012940138,0.021448066,0.012810854,0.009434745,0.0046389946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0029720599,,,,,,,,,,,,,0.0024337266,,0.0014183017,,,,0.0022113996,,,,,,,,
163,2016-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,2016-02-23,0.039813697,0.057188522,0.058422644,0.056903716,0.05017102,0.032088894,,,,,,,,,,0.046184212,0.052674167,0.054778803,0.050023887,0.042136796,,,,,,,,,,,0.03938231,,0.04128993,0.038387425,0.0336845,,,,,,,,,,,0.027736874,,0.029738376,0.02847261,0.026664829,0.01624798,0.00858566,0.0064850654,,,,,,,,0.024352975,0.025959102,0.023466233,0.022455491,0.019319262,0.012219266,0.0053753266,0.005807439,0.0058865454,,,,0.015552268,0.017498678,0.018446852,,0.026232332,0.02159482,0.017991906,0.011955155,0.0059809964,0.0026139778,0.005220501,0.005398897,0.005073004,,0.011029953,0.014903097,0.020673908,0.020012556,0.019095277,0.022036763,0.016911568,0.014370184,0.009635769,0.0056808246,,,,0.0061458587,,0.011119268,0.0125253955,0.017854076,0.018724365,0.017914683,0.016196854,0.015757075,0.0157722,0.010888447,0.006618945,,,,0.007324155,0.008088176,0.012087923,0.013512595,0.013099462,0.017047806,0.014021602,,0.017450137,0.014399864,,,,,0.00473274,0.0055426797,0.008837154,0.01321245,0.013465186,0.0161408,0.017859152,,0.012991935,0.0177335,0.013160509,0.0074149794,,,0.0043598227,0.0066818176,0.006640024,0.008636468,0.012712449,0.015072487,0.01630051,0.021544179,0.0101498,,0.013597534,0.012547521,0.009373754,0.010076604,0.008198345,0.0062600477,0.00776283,0.007375468,0.009365091,0.012583255,0.016899709,0.018156491,0.021158703
165,2016-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2016-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2016-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2016-03-22,0.35712016,0.5342958,0.428308,0.4269425,0.42957726,0.44006157,0.43353096,0.43986666,0.43586746,0.44739404,0.46211383,0.48404607,0.4848495,0.48181143,0.50069875,0.29055905,0.5052017,0.3854871,0.4048516,0.4054661,0.39704952,0.40098047,0.4082854,0.41675368,0.42700544,0.45389184,0.49575442,0.49100253,0.48893347,0.4976982,0.3737626,0.63391995,0.3817922,0.393942,0.4002869,0.40206057,0.4081041,0.40948668,0.41660994,0.41489676,0.41983858,0.45699155,0.470642,0.46160722,0.44946235,0.41642165,0.6371792,0.37820622,0.37671232,0.40303776,0.40762076,0.39436448,0.37910762,0.37752816,0.40406764,0.41432014,0.42847654,0.44384828,0.43029863,0.42175382,0.40551457,0.44189906,0.37331533,0.387774,0.39689234,0.3834226,0.3809971,0.3760447,0.36032027,0.40050244,0.4126981,0.39728817,0.40409634,0.4045972,0.40484017,0.5457486,0.46782967,0.39369306,0.3946715,0.38496011,0.38438064,0.3884406,0.3920512,0.3897293,0.39954478,0.419279,0.42305115,0.4260532,0.43468702,0.41880628,0.44499016,0.40437287,0.38277623,0.3877293,0.38771954,0.3944511,0.4022709,0.4118272,0.41677752,0.42499092,0.44601902,0.4672158,0.4611103,0.45306182,0.42247245,0.31042776,0.3459857,0.35041952,0.3799832,0.3942264,0.40787607,0.4029335,0.40825474,0.4113455,0.4270148,0.47853914,0.51199913,0.46594825,0.43581885,0.40261728,0.39191058,0.36544955,0.32425255,0.36149892,0.40332752,0.40586606,0.40887988,0.40669343,0.3991047,0.41074497,0.451687,0.47080597,0.44095024,0.4190398,0.41071868,0.45553094,0.34012517,0.3079469,0.35950395,0.39335942,0.39291328,0.39132786,0.38169467,0.3897499,0.4083951,0.4243769,0.42960626,0.4170138,0.41385978,0.41626817,0.42109537,0.48158732,0.3183681,0.3933061,0.38871482,0.38256502,0.3800224,0.37500492,0.39117068,0.39436725,0.39089102,0.39637473,0.40744358,0.42515612,0.42908525
169,2016-03-29,0.35712016,0.5342958,0.428308,0.4269425,0.42957726,0.44006157,0.43353096,0.43986666,0.43586746,0.44739404,0.46211383,0.48404607,0.4848495,0.48181143,0.50069875,0.29055905,0.5052017,0.3854871,0.4048516,0.4054661,0.39704952,0.40098047,0.4082854,0.41675368,0.42700544,0.45389184,0.49575442,0.49100253,0.48893347,0.4976982,0.3737626,0.63391995,0.3817922,0.393942,0.4002869,0.40206057,0.4081041,0.40948668,0.41660994,0.41489676,0.41983858,0.45699155,0.470642,0.46160722,0.44946235,0.41642165,0.6371792,0.37820622,0.37671232,0.40303776,0.40762076,0.39436448,0.37910762,0.37752816,0.40406764,0.41432014,0.42847654,0.44384828,0.43029863,0.42175382,0.40551457,0.44189906,0.37331533,0.387774,0.39689234,0.3834226,0.3809971,0.3760447,0.36032027,0.40050244,0.4126981,0.39728817,0.40409634,0.4045972,0.40484017,0.5457486,0.46782967,0.39369306,0.3946715,0.38496011,0.38438064,0.3884406,0.3920512,0.3897293,0.39954478,0.419279,0.42305115,0.4260532,0.43468702,0.41880628,0.44499016,0.40437287,0.38277623,0.3877293,0.38771954,0.3944511,0.4022709,0.4118272,0.41677752,0.42499092,0.44601902,0.4672158,0.4611103,0.45306182,0.42247245,0.31042776,0.3459857,0.35041952,0.3799832,0.3942264,0.40787607,0.4029335,0.40825474,0.4113455,0.4270148,0.47853914,0.51199913,0.46594825,0.43581885,0.40261728,0.39191058,0.36544955,0.32425255,0.36149892,0.40332752,0.40586606,0.40887988,0.40669343,0.3991047,0.41074497,0.451687,0.47080597,0.44095024,0.4190398,0.41071868,0.45553094,0.34012517,0.3079469,0.35950395,0.39335942,0.39291328,0.39132786,0.38169467,0.3897499,0.4083951,0.4243769,0.42960626,0.4170138,0.41385978,0.41626817,0.42109537,0.48158732,0.3183681,0.3933061,0.38871482,0.38256502,0.3800224,0.37500492,0.39117068,0.39436725,0.39089102,0.39637473,0.40744358,0.42515612,0.42908525
170,2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
