,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
168,2016-03-22,0.4137131,0.41582957,0.41120228,0.4001397,0.40172997,0.4095556,0.41424462,0.40848672,0.41510227,0.41975158,0.41777974,0.41636163,0.40582055,0.4011168,0.396687,0.40230837,0.4126043,0.41362256,0.41762894,0.42261687,0.41358578,0.41527006,0.4230707,0.39664945,0.39122635,0.38815826,0.39390317,0.3998419,0.4104893,0.40866235,0.40276325,0.38361126,0.39864758,0.42347747,0.38138902,0.37339067,0.37940872,0.38353315,0.38337654,0.3949746,0.39697063,0.40151522,0.41654956,0.41654956,0.40081418,0.37378904,0.37547696,0.3845064,0.36766788,0.3774724,0.39444807,0.40329146,0.41569847,0.41569847,0.44789612,0.3841172,0.3893465,0.3936659,0.37704208,0.3700566,0.37857938,0.40017062,0.4068718,0.429648,0.429648,0.4709716,0.39661384,0.390476,0.3883018,0.36460128,0.37839523,0.40869215,0.42857513,0.44718024,0.44718024,0.45206755,0.4762937,0.40705848,0.40875632,0.41057178,0.37196282,0.4182088,0.45060995,0.46790665,0.49672246,0.49672246,0.4931427,0.5137656,0.4168515,0.43080676,0.4432303,0.38845554,0.4408582,0.48038772,0.5125661,0.5125661,0.5496665,0.5523291,0.5504479,0.4342387,0.44380426,0.44189045,0.40051156,0.42556122,0.44941363,0.474994,0.474994,0.5045049,0.51347893,0.510632,0.42265925,0.42823926,0.4210955,0.40256095,0.4279037,0.44072914,0.45228478,0.45228478,0.4687121,0.47244883,0.47516933
169,2016-03-29,0.4137131,0.41582957,0.41120228,0.4001397,0.40172997,0.4095556,0.41424462,0.40848672,0.41510227,0.41975158,0.41777974,0.41636163,0.40582055,0.4011168,0.396687,0.40230837,0.4126043,0.41362256,0.41762894,0.42261687,0.41358578,0.41527006,0.4230707,0.39664945,0.39122635,0.38815826,0.39390317,0.3998419,0.4104893,0.40866235,0.40276325,0.38361126,0.39864758,0.42347747,0.38138902,0.37339067,0.37940872,0.38353315,0.38337654,0.3949746,0.39697063,0.40151522,0.41654956,0.41654956,0.40081418,0.37378904,0.37547696,0.3845064,0.36766788,0.3774724,0.39444807,0.40329146,0.41569847,0.41569847,0.44789612,0.3841172,0.3893465,0.3936659,0.37704208,0.3700566,0.37857938,0.40017062,0.4068718,0.429648,0.429648,0.4709716,0.39661384,0.390476,0.3883018,0.36460128,0.37839523,0.40869215,0.42857513,0.44718024,0.44718024,0.45206755,0.4762937,0.40705848,0.40875632,0.41057178,0.37196282,0.4182088,0.45060995,0.46790665,0.49672246,0.49672246,0.4931427,0.5137656,0.4168515,0.43080676,0.4432303,0.38845554,0.4408582,0.48038772,0.5125661,0.5125661,0.5496665,0.5523291,0.5504479,0.4342387,0.44380426,0.44189045,0.40051156,0.42556122,0.44941363,0.474994,0.474994,0.5045049,0.51347893,0.510632,0.42265925,0.42823926,0.4210955,0.40256095,0.4279037,0.44072914,0.45228478,0.45228478,0.4687121,0.47244883,0.47516933
170,2016-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2016-04-12,0.6079495,0.6769904,0.6944959,0.70492864,0.70065624,0.6277896,0.57315755,0.5258666,0.5127539,0.5205209,0.5396554,0.55844533,0.5996797,0.6178303,0.63488454,0.62574434,0.60292095,0.57245165,0.5242622,0.5243486,0.5416001,0.5740622,0.51261663,0.52881414,0.52586395,0.5683625,0.56880385,0.5741146,0.556698,0.5337618,0.53788126,0.57992053,0.63592964,0.4762814,0.47636336,0.5034569,0.5303338,0.5508861,0.5495967,0.5378143,0.57402587,0.62171775,0.6528477,0.6528477,0.479599,0.49227402,0.51253444,0.53354234,0.48235977,0.4785418,0.5758457,0.6218318,0.64943326,0.64943326,0.68751556,0.48551872,0.5259436,0.5385325,0.50808007,0.44413215,0.51259905,0.6551542,0.7026322,0.6917635,0.6917635,0.7228331,0.53396916,0.568766,0.53682816,0.46709928,0.4690994,0.6010362,0.6990083,0.71233064,0.71233064,0.69184244,0.7231858,0.56168723,0.6096612,0.5534968,0.46315408,0.53839296,0.6498741,0.6929994,0.71702,0.71702,0.70508295,0.6918661,0.59565663,0.6967198,0.6262099,0.5102411,0.5657022,0.6140502,0.661714,0.661714,0.70331675,0.6760179,0.6506466,0.5974283,0.67597353,0.646301,0.58426493,0.5796695,0.60917276,0.6286137,0.6286137,0.64394546,0.6442787,0.6508368,0.5687698,0.6080222,0.5897371,0.59368956,0.639269,0.62938744,0.6138986,0.6138986,0.6022266,0.60727334,0.61745536
172,2016-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,2016-04-26,0.7702626,0.7532514,0.7469817,0.7402079,0.7288503,0.7208293,0.7388408,0.7601357,0.7940497,0.80116755,0.799057,0.75447583,0.7343087,0.7138177,0.73024774,0.7422568,0.7534985,0.7626926,0.7783147,0.79930556,0.80024004,0.8043589,0.73319554,0.7058308,0.68027824,0.71238416,0.75285244,0.8030502,0.79988116,0.7970138,0.8010362,0.8012874,0.8021113,0.6932273,0.68575436,0.6865609,0.6961464,0.7200836,0.74410456,0.7550825,0.75213003,0.7950061,0.7966957,0.7966957,0.6766975,0.6799165,0.6747896,0.68062854,0.57284904,0.5815101,0.6900423,0.7377675,0.7945107,0.7945107,0.7986319,0.6682089,0.67354447,0.6783364,0.65422237,0.5216861,0.6012915,0.72150004,0.7549234,0.7973628,0.7973628,0.77921736,0.6756224,0.6790334,0.66633147,0.61206055,0.57346386,0.7138004,0.75634533,0.7727888,0.7727888,0.7910342,0.744512,0.6773097,0.6787501,0.64143395,0.59143746,0.67303663,0.7845423,0.7860332,0.78167754,0.78167754,0.7784488,0.7047071,0.6819883,0.6877114,0.66801196,0.62134296,0.71937865,0.7736821,0.76811045,0.76811045,0.7735576,0.775661,0.70489186,0.6874072,0.7129753,0.72155064,0.6974793,0.7340677,0.7771454,0.77795386,0.77795386,0.77848697,0.7751761,0.7021143,0.68512076,0.7342673,0.77562976,0.75557715,0.77291787,0.78090453,0.78017795,0.78017795,0.78108233,0.7766419,0.6961829
174,2016-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,2016-05-10,,0.8852956,0.88835937,0.89106005,0.89109015,0.8927632,0.89502,0.89017636,0.882366,0.86219734,0.8549143,0.88647467,0.8930158,0.8903045,0.89200026,0.8932784,0.88948566,0.89816993,0.89142525,0.8641155,0.849914,,0.879686,,0.8884211,,0.8927409,0.89304835,0.8935405,0.87271136,0.8100861,0.8557944,0.83984417,,,,,,0.8899748,0.8698746,0.78858477,0.67186815,0.68787104,0.68787104,,,,,0.709936,0.67022425,0.72993135,0.6938969,0.61124074,0.61124074,0.68183553,,,,,0.59506863,0.7007019,0.8050622,0.655582,0.69718933,0.69718933,0.76794595,,,,0.7584026,0.6877404,0.86552495,0.86259687,0.7731659,0.7731659,0.812113,0.87038577,,,,0.6841183,0.8397637,0.89464504,0.88119936,0.85637563,0.85637563,0.8908742,0.8952392,0.89464307,0.8895754,0.8667501,0.7218417,0.87287635,0.87526196,0.8755945,0.8755945,0.8654954,0.86951417,0.86470234,0.899032,0.8975055,0.8784289,0.82688224,0.84228426,0.8715979,0.8735321,0.8735321,0.87138224,0.86546695,0.8706704,0.89537716,0.89905244,0.8646273,0.8528376,0.86444473,0.87800497,0.8751504,0.8751504,0.8676478,0.86332566,0.87451535
176,2016-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2016-05-31,,,0.34154144,0.37615857,0.33289108,,,,,,,,0.42102706,0.5996572,0.53848463,0.47327015,0.46892726,0.4395511,0.37962046,,,,0.5284513,0.5791219,0.64916384,0.5570381,0.5360865,0.48489097,0.45465377,0.45192692,0.43737048,0.4075661,0.4251585,0.5115876,0.5296825,0.62077343,0.5576696,0.49900568,0.41953412,0.4037487,0.39900336,0.4131732,0.40852755,0.40852755,0.56649464,0.5833187,0.5963598,0.5578258,0.43213466,0.40161732,0.39363438,0.3835473,0.37747598,0.37747598,0.38147247,0.63240635,0.53536373,0.47510484,0.43701717,0.38124308,0.40673262,0.39785725,0.35455167,,,,0.5825023,0.50281805,0.43954703,0.41059417,0.3874621,0.42282644,0.38716114,,,,,0.57752454,0.5345152,0.46071595,0.42311743,0.4311158,0.40690297,,,,0.42068318,0.4798784,0.59934556,0.5878828,0.51246065,0.4504122,0.4574824,0.41409236,0.37619156,0.37619156,0.41139984,0.5187252,0.65886873,0.62004477,0.6233424,0.5943242,0.54467034,0.5013048,0.47966716,0.45977083,0.45977083,0.503912,0.597166,0.85085756,0.6558192,0.69873065,0.69866544,0.6291247,0.5958296,0.5510683,0.5763044,0.5763044,0.6256718,0.6525361,0.76692694
179,2016-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,2016-06-14,0.6380026,0.6424949,0.6528964,0.6654561,0.6710041,0.6816164,0.7115283,0.73350096,0.7764238,0.778234,0.7825895,0.61739826,0.6398154,0.6514668,0.6686427,0.68538123,0.6960261,0.71718365,0.73754203,0.7797458,0.7836254,0.7948383,0.61042255,0.6317932,0.6600963,0.6832227,0.7104342,0.7351472,0.75289184,0.767903,0.7848867,0.7927045,0.7946128,0.60835963,0.6251307,0.6588152,0.69983435,0.7391578,0.7890905,0.7989671,0.76061076,0.75935286,0.7664271,0.7664271,0.62285393,0.6386023,0.64700794,0.6799164,0.59201646,0.586408,0.7017959,0.72366875,0.7205802,0.7205802,0.7417169,0.65468127,0.6563334,0.64404416,0.62037903,0.52922094,0.58415735,0.6775345,0.69050944,0.69082034,0.69082034,0.7107119,0.69668424,0.6633548,0.6383257,0.5630897,0.57361066,0.6530627,0.68285275,0.68050617,0.68050617,0.675206,0.68197995,0.67745376,0.6691488,0.6381387,0.5461086,0.6306223,0.66271025,0.66796464,0.6755024,0.6755024,0.659443,0.6561837,0.66006726,0.66139954,0.6417856,0.5785597,0.63370997,0.6439193,0.6430624,0.6430624,0.64506143,0.6384152,0.64528835,0.6767693,0.6799177,0.65539503,0.6181735,0.6135756,0.63692844,0.6469912,0.6469912,0.6473221,0.6412099,0.64641005,0.6751485,0.679575,0.64940345,0.62875926,0.62720436,0.6399344,0.6472852,0.6472852,0.64480036,0.6335002,0.643076
181,2016-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,2016-06-28,0.9031831,0.89717114,0.89627564,0.89971286,0.90018487,0.90259,0.9038373,0.9019248,0.9033841,0.9027605,0.90343493,0.89365256,0.90149623,0.897519,0.8996951,0.8991123,0.89622486,0.89086074,0.89268816,0.895096,0.9007771,0.90858674,0.8787587,0.89069986,0.89740765,0.90075034,0.90461254,0.9026032,0.8938271,0.89076585,0.8942543,0.903124,0.90643907,0.8603385,0.8779019,0.9042914,0.9032507,0.9031061,0.90572447,0.9011831,0.9058121,0.91082,0.91129124,0.91129124,0.8912612,0.8993883,0.9005661,0.90182894,0.68280363,0.6760135,0.89677685,0.91067433,0.91192406,0.91192406,0.9146538,0.89985967,0.90447503,0.9005192,0.85401994,0.5570762,0.7218017,0.9044407,0.9083496,0.9100737,0.9100737,0.91023666,0.903554,0.9038397,0.8907068,0.73225504,0.67749906,0.8723742,0.90692633,0.90754193,0.90754193,0.90608466,0.9022366,0.90257394,0.9020499,0.87496245,0.6712718,0.8427403,0.90186477,0.89900327,0.90228,0.90228,0.8995435,0.894008,0.8986689,0.8963688,0.8708476,0.72913796,0.8761233,0.88645434,0.8877275,0.8877275,0.8897294,0.8874119,0.8915861,0.90267456,0.8999446,0.88156486,0.83423537,0.84621674,0.87919766,0.8784653,0.8784653,0.8793151,0.88169783,0.8873042,0.89161545,0.8990928,0.862057,0.858555,0.8757135,0.8816343,0.8797956,0.8797956,0.8779349,0.8761109,0.8852376
183,2016-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,2016-07-12,0.9005529,0.89777803,0.89792585,0.90212417,0.9014021,0.90395904,0.90671533,0.90553343,0.90520436,0.90539193,0.9084,0.8925546,0.9048253,0.8989035,0.90375674,0.90473276,0.8998839,0.8965025,0.89387214,0.8985409,0.9034295,0.9124541,0.88414127,0.8865299,0.90162563,0.9026197,0.90606713,0.9056378,0.8928033,0.8907715,0.8951152,0.9069656,0.911145,0.8614925,0.87358564,0.9062064,0.90519035,0.9071942,0.91255605,0.9027523,0.90783566,0.913472,0.9138189,0.9138189,0.89275026,0.90079325,0.90338165,0.9042921,0.6987314,0.6730569,0.900847,0.9132718,0.9159592,0.9159592,0.9167859,0.9039435,0.9075128,0.9063305,0.84291595,0.58214206,0.7214365,0.9064487,0.91137105,0.91262174,0.91262174,0.91242826,0.908979,0.90837187,0.8969723,0.7175828,0.6868177,0.87123436,0.908763,0.9102986,0.9102986,0.90929675,0.9039,0.90913635,0.90406543,0.8796331,0.66290617,0.85183114,0.90408474,0.9014948,0.9068141,0.9068141,0.9055655,0.8991556,0.90418124,0.8984465,0.87766486,0.73225063,0.8728224,0.88918173,0.8872827,0.8872827,0.8910918,0.8904506,0.8987863,0.8988884,0.9007269,0.8850813,0.848304,0.8609942,0.87952185,0.8804171,0.8804171,0.88215804,0.8832075,0.8912836,0.88668233,0.893472,0.86874646,0.8731467,0.8829373,0.88414544,0.881196,0.881196,0.87995166,0.8787064,0.88670254
185,2016-07-19,0.9005529,0.89777803,0.89792585,0.90212417,0.9014021,0.90395904,0.90671533,0.90553343,0.90520436,0.90539193,0.9084,0.8925546,0.9048253,0.8989035,0.90375674,0.90473276,0.8998839,0.8965025,0.89387214,0.8985409,0.9034295,0.9124541,0.88414127,0.8865299,0.90162563,0.9026197,0.90606713,0.9056378,0.8928033,0.8907715,0.8951152,0.9069656,0.911145,0.8614925,0.87358564,0.9062064,0.90519035,0.9071942,0.91255605,0.9027523,0.90783566,0.913472,0.9138189,0.9138189,0.89275026,0.90079325,0.90338165,0.9042921,0.6987314,0.6730569,0.900847,0.9132718,,,0.9167859,0.9039435,0.9075128,0.9063305,0.84291595,0.58214206,0.7214365,0.9064487,0.91137105,0.91262174,0.91262174,,0.908979,0.90837187,0.8969723,0.7175828,0.6868177,0.87123436,0.908763,,,,0.9039,0.90913635,0.90406543,0.8796331,0.66290617,0.85183114,0.90408474,0.9014948,0.9068141,0.9068141,0.9055655,0.8991556,0.90418124,0.8984465,0.87766486,0.73225063,0.8728224,0.88918173,0.8872827,0.8872827,0.8910918,0.8904506,0.8987863,0.8988884,0.9007269,0.8850813,0.848304,0.8609942,0.87952185,0.8804171,0.8804171,0.88215804,0.8832075,0.8912836,0.88668233,0.893472,0.86874646,0.8731467,0.8829373,0.88414544,0.881196,0.881196,0.87995166,0.8787064,0.88670254
186,2016-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2016-08-02,0.9058495,0.90216833,,,,,,,,,,0.901771,0.9113829,0.90302896,,,,,,,,,0.88412595,0.88066405,,,,,,,,,,0.8687001,0.88210917,,,,,,,,,,0.89213586,,,,0.7152132,0.6753204,,,,,,0.9056372,,,0.8230279,0.6062992,0.7103568,,,,,,0.9100029,,,0.6694741,0.7160358,,,,,,,,,0.8841078,0.64643806,0.8557259,,,,,,,0.90266806,0.90077275,0.872372,0.75799274,,,,,,,,0.900434,0.8986991,0.886294,,,,,,,,,0.8768423,0.8939086,0.8777873,,,,,,,,
188,2016-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2016-08-16,0.68579614,0.682689,0.35378778,0.22660547,0.1821085,0.1860915,,,,,,0.6815128,0.55249316,0.359285,0.21031982,,,,,,,,0.5877415,0.55904806,0.24073038,,,,,,,,,0.64175975,0.48177496,0.22903612,,,,,,,,,0.58408475,0.37006748,,,0.26907697,0.19002295,,,,,,0.51263,0.30809394,0.3114847,0.23367654,0.20602502,0.14021052,,,,,,0.7172175,0.30384102,0.24062194,0.22236677,0.19484542,,,,,,,0.43733078,0.2645231,0.3053946,0.24912931,,,,,,,,0.42503303,0.557403,0.60675657,0.26597556,,,,,,,,0.7025521,,0.5049823,0.25697723,0.1650749,,,,,,,,0.8383017,0.3580801,0.21326344,,,,,,,
190,2016-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,2016-08-30,0.56941134,0.61432695,0.6406777,0.6341269,0.6061985,0.6047674,0.6174162,0.6334341,0.64752007,0.6313165,0.5279699,0.5602725,0.62914187,0.67403334,0.67521536,0.65890515,0.63642585,0.6180914,0.64539707,0.68309414,0.6664602,0.5425077,0.6058597,0.6355059,0.6693848,0.70270234,0.742545,0.7005913,0.64461094,0.63638955,0.6393854,0.60593194,0.5745527,0.6572564,0.6864815,0.6773898,0.7008735,,,0.6909635,0.68746066,0.6208618,0.5418699,0.5418699,0.68098223,0.6902621,0.68230474,0.7017311,0.64526445,0.5810206,0.65562284,0.6671231,0.5969119,0.5969119,0.50451916,0.6716251,0.6840194,0.68473595,0.6605541,,0.60454375,0.67989105,0.67354447,0.5938274,0.5938274,0.5108249,0.68591034,0.71603674,,,,0.7170049,0.69311297,0.6304971,0.6304971,0.5599039,0.50209856,0.725114,,,,,,0.6385636,0.55649316,0.55649316,0.5301676,0.49617982,0.71125555,,,,,0.64955646,0.54426944,0.54426944,0.5009524,0.48862925,0.46421647,0.7346156,,,,0.6018416,0.527243,0.48462853,0.48462853,0.46109504,0.4433245,0.41109875,0.6596582,0.6873444,0.74171865,0.6364434,0.51257694,0.4618245,0.43812135,0.43812135,0.39263073,0.39374894,0.39768535
192,2016-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,2016-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2016-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2016-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2016-10-18,,,,,0.54683805,,,,,,,0.5281602,0.5368238,0.51161915,0.5199038,0.5107971,0.51300776,0.5209205,0.5391537,,0.52125144,,0.47542778,0.48291904,0.474215,0.4743458,0.4616251,0.46075776,0.4667928,0.49244958,0.5023606,,0.50821817,0.4340244,0.44013488,0.45559865,0.45047477,0.43329814,0.4457,0.45290282,0.45039994,0.44708744,0.5005894,0.5005894,0.4514863,0.4575146,0.45551094,0.4503121,0.4256576,0.41361976,0.46519852,0.45464966,0.4585339,0.4585339,0.5093521,0.46090636,0.4552403,0.45241052,0.44188014,0.39055964,0.39483312,0.44985044,0.44213316,0.4485556,0.4485556,0.483936,0.43125692,0.43268624,0.41680923,0.38735506,0.3957,0.42308024,0.4328639,0.44788033,0.44788033,0.44998276,0.47663397,0.4106544,0.42196637,0.40942198,0.38231108,0.40768176,0.412871,0.4256545,0.456878,0.456878,0.48202112,,0.39761806,0.40936494,0.40333217,0.38828045,0.3957096,0.39359313,0.42489517,0.42489517,0.5060317,,,0.41438612,0.4143706,0.4143078,0.40546948,0.39608768,0.3926803,0.43848646,0.43848646,0.50930417,,,0.4447016,0.47996467,0.4951496,0.4431275,0.42569125,0.40081763,0.4426708,0.4426708,0.5091288,,
199,2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2016-11-22,0.09713664,0.09669553,0.10052856,0.09842654,0.08904073,0.09272022,0.099681325,0.09841862,0.09516854,0.108840704,0.12647864,0.10172088,0.098653644,0.09751227,0.09644505,0.095659055,0.09702801,0.099321246,0.101229094,0.10665301,0.12199814,0.13293356,0.10858175,0.10261755,0.10293402,0.100995444,0.10644297,0.10888475,0.10903256,0.118658565,0.12672292,0.14009733,0.15512116,0.11381843,0.1094874,0.10740239,0.10747283,0.11473259,0.122772664,0.12378031,0.13698325,0.14245805,0.15210377,0.15210377,0.12512077,0.121446684,0.115261815,0.11878984,0.119388185,0.12890056,0.13535042,0.14183685,0.14223179,0.14223179,0.14629783,0.12821998,0.12984487,0.12996216,0.12849456,0.11588555,0.122905396,0.13209,0.14761762,0.14223842,0.14223842,0.1358652,0.122025326,0.124156415,0.12641284,0.12025024,0.121754974,0.12493609,0.13049698,0.12935916,0.12935916,0.13109328,0.12878235,0.12521918,0.123228565,0.12548372,0.12847972,0.12440447,0.124358036,0.12535751,0.12028293,0.12028293,0.1255506,0.12776524,0.127902,0.12482538,0.12053827,0.115296245,0.12134258,0.1248128,0.12728564,0.12728564,0.12813057,0.12188777,0.13144507,0.1378434,0.12621191,0.11119298,0.10469372,0.11911097,0.12362417,0.120129324,0.120129324,0.11841061,0.11441672,0.13281785,0.13420342,0.124824464,0.114759155,0.11471788,0.1193449,0.11874046,0.11706524,0.11706524,0.12099658,0.12248967,0.13634802
204,2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2016-12-06,,,0.5168782,,,,,0.52040905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38935944,,,,0.4092354,0.4092354,0.33875254,,,,,,,,0.32842082,0.32842082,0.25323242,0.2181303,,,,,,0.41629732,0.33303207,0.38384426,0.38384426,0.45441014,0.36613607,,,,,0.4039548,0.4307338,0.5174909,0.5174909,0.47797224,,0.48960513,,,0.47997138,,0.4269022,,0.46490163,0.46490163,0.47239262,0.562694,0.48234627,,,,0.5112158,0.5032065,,0.53486717,0.53486717,0.4872343,0.5044116,0.4831887
206,2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48969164,,,,,,0.36939406,,,0.3766686,0.3766686,0.42743853,,,,,,,,0.3543221,0.3543221,0.35921943,0.35534072,,,,,,,0.42738417,0.4099379,0.4099379,0.48774123,0.46858862,,,,,,0.4543804,0.5384928,0.5384928,0.56117594,,0.5686343,,,0.4677466,,,,0.5344853,0.5344853,0.56022364,0.5755317,,,,0.46415687,0.48427674,,,,,0.54431427,0.50883096,0.47650108
208,2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
